区分,薬価基準収載医薬品コード,成分名,規格,品名,麻薬,業者名追記,Unnamed: 7,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,2344009F1027,酸化マグネシウム,２５０ｍｇ１錠,,,,マグラックス錠２５０ｍｇ,吉田製薬,後発品,,,5.6,,
内用薬,2344009F1035,酸化マグネシウム,２５０ｍｇ１錠,,,,マグミット錠２５０ｍｇ,協和化学工業,後発品,,,5.6,,
内用薬,2344009F1043,酸化マグネシウム,２５０ｍｇ１錠,,,,カイマックス錠２５０ｍｇ,テバ製薬,後発品,,,5.6,H27.3.31まで,
内用薬,2344009F1051,酸化マグネシウム,２５０ｍｇ１錠,,,,酸化マグネシウム錠２５０ｍｇ「ＴＸ」,トライックス,後発品,,,5.6,,
内用薬,2344009F1060,酸化マグネシウム,２５０ｍｇ１錠,,,,酸化マグネシウム錠２５０ｍｇ「モチダ」,持田製薬,後発品,,,5.6,,
内用薬,2344009F1078,酸化マグネシウム,２５０ｍｇ１錠,,,,酸化マグネシウム錠２５０ｍｇ「マイラン」,マイラン製薬,後発品,,,5.6,,
内用薬,2344009F1086,酸化マグネシウム,２５０ｍｇ１錠,,,,酸化マグネシウム錠２５０ｍｇ「ケンエー」,健栄製薬,後発品,,,5.6,,H26.6.20収載
内用薬,2344009F2023,酸化マグネシウム,３３０ｍｇ１錠,,,,マグラックス錠３３０ｍｇ,吉田製薬,後発品,,,5.6,,
内用薬,2344009F2031,酸化マグネシウム,３３０ｍｇ１錠,,,,マグミット錠３３０ｍｇ,協和化学工業,後発品,,,5.6,,
内用薬,2344009F2040,酸化マグネシウム,３３０ｍｇ１錠,,,,カイマックス錠３３０ｍｇ,テバ製薬,後発品,,,5.6,H27.3.31まで,
内用薬,2344009F2058,酸化マグネシウム,３３０ｍｇ１錠,,,,酸化マグネシウム錠３３０ｍｇ「ＴＸ」,トライックス,後発品,,,5.6,,
内用薬,2344009F2066,酸化マグネシウム,３３０ｍｇ１錠,,,,酸化マグネシウム錠３３０ｍｇ「モチダ」,持田製薬,後発品,,,5.6,,
内用薬,2344009F2074,酸化マグネシウム,３３０ｍｇ１錠,,,,酸化マグネシウム錠３３０ｍｇ「マイラン」,マイラン製薬,後発品,,,5.6,,
内用薬,2344009F2082,酸化マグネシウム,３３０ｍｇ１錠,,,,酸化マグネシウム錠３３０ｍｇ「ケンエー」,健栄製薬,後発品,,,5.6,,H26.6.20収載
内用薬,2344009F3020,酸化マグネシウム,２００ｍｇ１錠,,,,マグラックス錠２００ｍｇ,吉田製薬,後発品,,,5.6,,
内用薬,2344009F3038,酸化マグネシウム,２００ｍｇ１錠,,,,マグミット錠２００ｍｇ,協和化学工業,後発品,,,5.6,,
内用薬,2344009F4026,酸化マグネシウム,５００ｍｇ１錠,,,,マグラックス錠５００ｍｇ,吉田製薬,後発品,,,5.6,,
内用薬,2344009F4034,酸化マグネシウム,５００ｍｇ１錠,,,,マグミット錠５００ｍｇ,協和化学工業,後発品,,,5.6,,
内用薬,2344009F4042,酸化マグネシウム,５００ｍｇ１錠,,,,酸化マグネシウム錠５００ｍｇ「マイラン」,マイラン製薬,後発品,,,5.6,,
内用薬,2344009F4050,酸化マグネシウム,５００ｍｇ１錠,,,,酸化マグネシウム錠５００ｍｇ「ケンエー」,健栄製薬,後発品,,,5.6,,H26.6.20収載
内用薬,2344009F5022,酸化マグネシウム,３００ｍｇ１錠,,,,マグラックス錠３００ｍｇ,吉田製薬,後発品,,,5.6,,
内用薬,2344009F6029,酸化マグネシウム,４００ｍｇ１錠,,,,マグラックス錠４００ｍｇ,吉田製薬,後発品,,,5.6,,
内用薬,2349100X1182,水酸化アルミニウムゲル・水酸化マグネシウム,１０ｍＬ,,,,アシドレス配合内服液,中北薬品,後発品,,,14,,
内用薬,2349100X1204,水酸化アルミニウムゲル・水酸化マグネシウム,１０ｍＬ,,,,タイメック配合内用液,テバ製薬,後発品,,,14,,
内用薬,2349100X1212,水酸化アルミニウムゲル・水酸化マグネシウム,１０ｍＬ,,,,ディクアノン配合内用液,日新製薬（山形）,後発品,,,14,,
内用薬,2349100X1220,水酸化アルミニウムゲル・水酸化マグネシウム,１０ｍＬ,,,,マグテクト配合内服液,日医工,後発品,,,14,,
内用薬,2349100X1239,水酸化アルミニウムゲル・水酸化マグネシウム,１０ｍＬ,,,,マグテクト配合内服液分包,日医工,後発品,,,14,,
内用薬,2349100X1247,水酸化アルミニウムゲル・水酸化マグネシウム,１０ｍＬ,,,,マルファ配合内服液,東洋製薬化成,後発品,,,14,,
内用薬,2349101D1016,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,水酸化アルミニウムゲル・水酸化マグネシウムシロップ用,,後発品,,,6.2,,
内用薬,2349101D1156,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,アイスフラット懸濁用配合顆粒,長生堂製薬,後発品,,,6.4,,
内用薬,2349101D1164,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,ウィットコップ懸濁用配合顆粒,陽進堂,後発品,,,6.4,H27.3.31まで,
内用薬,2349101D1199,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,タイメック懸濁用配合顆粒,テバ製薬,後発品,,,6.4,H27.3.31まで,
内用薬,2349101D1202,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,ディクアノン懸濁用配合顆粒,日新製薬（山形）,後発品,,,6.4,,
内用薬,2349101D1229,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,マックメット懸濁用配合ＤＳ,沢井製薬,後発品,,,6.4,,
内用薬,2349101D1237,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,マルファ懸濁用配合顆粒,東洋製薬化成,後発品,,,18.2,,
内用薬,2349101D1245,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,マーレッジ懸濁用配合ＤＳ,東和薬品,後発品,,,6.4,,
内用薬,2349101D1253,水酸化アルミニウムゲル・水酸化マグネシウム,１ｇ,,,,マーロックス懸濁用配合顆粒,サノフィ,後発品,,,18.2,,
内用薬,2354001X1022,カスカラサグラダ流エキス,１０ｍＬ,,,※,カスカラサグラダ流エキス（司生堂）,司生堂製薬,後発品,,,12.8,,
内用薬,2354002F1030,センナエキス,４０ｍｇ１錠,,,,アジャストＡコーワ錠４０ｍｇ,興和,,,,5.9,,
内用薬,2354002F2028,センナエキス,８０ｍｇ１錠,,,,ヨーデルＳ糖衣錠－８０,藤本製薬,後発品,,,7.1,,
内用薬,2354003D2048,センノシド,８％１ｇ,,,,センノサイド顆粒８％「ＥＭＥＣ」,サンノーバ,後発品,,,13.7,,
内用薬,2354003F2189,センノシド,１２ｍｇ１錠,,,,プルノサイド錠１２ｍｇ,辰巳化学,後発品,,,5,,
内用薬,2354003F2197,センノシド,１２ｍｇ１錠,,,,フォルセニッド錠１２ｍｇ,マイラン製薬,後発品,,,5,,
内用薬,2354003F2200,センノシド,１２ｍｇ１錠,,,,センノシド錠１２ｍｇ「フソー」,扶桑薬品工業,後発品,,,5,,
内用薬,2354003F2227,センノシド,１２ｍｇ１錠,,,,ペンクルシン錠１２ｍｇ,東和薬品,後発品,,,5,H26.9.30まで,
内用薬,2354003F2243,センノシド,１２ｍｇ１錠,,,,センノサイド錠１２ｍｇ「サワイ」,沢井製薬,後発品,,,5,H26.9.30まで,
内用薬,2354003F2251,センノシド,１２ｍｇ１錠,,,,センナリド錠１２ｍｇ,サンド,後発品,,,5,,
内用薬,2354003F2278,センノシド,１２ｍｇ１錠,,,,センノサイド錠１２ｍｇ,大正薬品工業,後発品,,,5,,
内用薬,2354003F2294,センノシド,１２ｍｇ１錠,,,,ソルダナ錠１２ｍｇ,堀井薬品工業,後発品,,,5,,
内用薬,2354003F2308,センノシド,１２ｍｇ１錠,,,,ソルドール錠１２ｍｇ,ジェイドルフ製薬,後発品,,,5,,
内用薬,2354003F2316,センノシド,１２ｍｇ１錠,,,,プルゼニド錠１２ｍｇ,ノバルティス　ファーマ,,準先発品,○,5.6,,
内用薬,2354003F2324,センノシド,１２ｍｇ１錠,,,,リタセンド錠１２ｍｇ,鶴原製薬,後発品,,,5,H27.3.31まで,
内用薬,2354003F2332,センノシド,１２ｍｇ１錠,,,,センノシド錠１２ｍｇ「ＹＤ」,陽進堂,後発品,,,5,,
内用薬,2354003F2340,センノシド,１２ｍｇ１錠,,,,センノシド錠１２ｍｇ「セイコー」,生晃栄養薬品,後発品,,,5,,
内用薬,2354003F2359,センノシド,１２ｍｇ１錠,,,,センノシド錠１２ｍｇ「クニヒロ」,皇漢堂製薬,後発品,,,5,,
内用薬,2354003F2367,センノシド,１２ｍｇ１錠,,,,センノシド錠１２ｍｇ「サワイ」,沢井製薬,後発品,,,5,,
内用薬,2354003F2375,センノシド,１２ｍｇ１錠,,,,センノシド錠１２ｍｇ「トーワ」,東和薬品,後発品,,,5,,
内用薬,2354003F2383,センノシド,１２ｍｇ１錠,,,,センノシド錠１２ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5,,H26.6.20収載
内用薬,2355001X1011,硫酸カリウム,１０ｇ,局,,,硫酸カリウム,,,,,11.9,,
内用薬,2355002X1016,硫酸マグネシウム水和物,１０ｇ,局,,,硫酸マグネシウム水和物,,,,,7.2,,
内用薬,2355002X1083,硫酸マグネシウム水和物,１０ｇ,局,,,硫酸マグネシウム「トミタ」,富田製薬,,,,8,,
内用薬,2355002X1091,硫酸マグネシウム水和物,１０ｇ,局,,※,硫酸マグネシウム（山善）,山善製薬,,,,8,,
内用薬,2355002X1105,硫酸マグネシウム水和物,１０ｇ,局,,,硫酸マグネシウム「ヤクハン」,ヤクハン製薬,,,,8,H27.3.31まで,
内用薬,2355002X1130,硫酸マグネシウム水和物,１０ｇ,局,,,硫酸マグネシウム「ＮｉｋＰ」,日医工,,,,8,,
内用薬,2356001X1019,ヒマシ油,１０ｍＬ,局,,,ヒマシ油,,,,,11.7,,
内用薬,2356001X1124,ヒマシ油,１０ｍＬ,局,,※,ヒマシ油（東海製薬）,東海製薬,,,,13.9,,
内用薬,2356001X1140,ヒマシ油,１０ｍＬ,局,,,ヒマシ油ＦＭ,フヂミ製薬所,,,,14.9,,
内用薬,2356001X1159,ヒマシ油,１０ｍＬ,局,,,ヒマシ油「マルイシ」,丸石製薬,,,,14.9,,
内用薬,2356001X1183,ヒマシ油,１０ｍＬ,局,,※,ヒマシ油（山善）,山善製薬,,,,14.9,,
内用薬,2356001X1248,ヒマシ油,１０ｍＬ,局,,,ヒマシ油「ニッコー」,日興製薬,,,,13.9,,
内用薬,2356001X1264,ヒマシ油,１０ｍＬ,局,,,ヒマシ油「ヨシダ」,吉田製薬,,,,14.9,,
内用薬,2356001X1299,ヒマシ油,１０ｍＬ,局,,,ヒマシ油「日医工」,日医工,,,,13.9,,
内用薬,2356002X1013,加香ヒマシ油,１０ｍＬ,局,,,加香ヒマシ油,,,,,13.8,,
内用薬,2356002X1056,加香ヒマシ油,１０ｍＬ,局,,,加香ヒマシ油「ケンエー」,健栄製薬,,,,14.8,,
内用薬,2356002X1188,加香ヒマシ油,１０ｍＬ,局,,※,加香ヒマシ油（山善）,山善製薬,,,,16.6,,
内用薬,2359001X2017,カルメロースナトリウム,１ｇ,局,,,カルメロースナトリウム,,,,,7.2,,
内用薬,2359002D1035,カルメロースナトリウム,１ｇ,,,,バルコーゼ顆粒７５％,サンノーバ,,,,6.2,,
内用薬,2359005D1098,ピコスルファートナトリウム水和物,１％１ｇ,,,,ヨーピス顆粒１％,イセイ,後発品,,,10.1,,
内用薬,2359005D1101,ピコスルファートナトリウム水和物,１％１ｇ,,,,ピコダルム顆粒１％,日新製薬（山形）,後発品,,,23.5,,
内用薬,2359005F1137,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,シンラック錠２．５,岩城製薬,後発品,,,5.8,,
内用薬,2359005F1145,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,スルチミン錠２．５ｍｇ,沢井製薬,後発品,,,5.6,H27.3.31まで,
内用薬,2359005F1161,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,コンスーベン錠２．５ｍｇ,鶴原製薬,後発品,,,5.6,H27.3.31まで,
内用薬,2359005F1170,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ファースルー錠２．５ｍｇ,伏見製薬所,後発品,,,5.6,,
内用薬,2359005F1188,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ヨーピス錠２．５ｍｇ,イセイ,後発品,,,5.6,,
内用薬,2359005F1196,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ピコベン錠２．５ｍｇ,ザイダスファーマ,後発品,,,5.8,H27.3.31まで,
内用薬,2359005F1200,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,チャルドール錠２．５ｍｇ,テバ製薬,後発品,,,5.8,,
内用薬,2359005F1218,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ラキソベロン錠２．５ｍｇ,帝人ファーマ,,先発品,○,9.2,,
内用薬,2359005F1226,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ピコスルファートナトリウム錠２．５ｍｇ「日医工」,日医工,後発品,,,5.6,,
内用薬,2359005F1234,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ピコスルファートＮａ錠２．５ｍｇ「サワイ」,沢井製薬,後発品,,,5.6,,H26.6.20収載
内用薬,2359005F1242,ピコスルファートナトリウム水和物,２．５ｍｇ１錠,,,,ピコスルファートナトリウム錠２．５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.6,,H26.6.20収載
内用薬,2359005F3032,ピコスルファートナトリウム水和物,７．５ｍｇ１錠,,,,シンラック錠７．５,岩城製薬,後発品,,,6.9,,
内用薬,2359005M1071,ピコスルファートナトリウム水和物,２．５ｍｇ１カプセル,,,,ピコスルファットカプセル２．５ｍｇ,東洋カプセル,後発品,,,5.8,,
内用薬,2359005M1080,ピコスルファートナトリウム水和物,２．５ｍｇ１カプセル,,,,ピコルーラカプセル２．５ｍｇ,日本薬品工業,後発品,,,5.8,,
内用薬,2359005R1095,ピコスルファートナトリウム水和物,１％１ｇ,,,,ピコスルファートナトリウムＤＳ１％「ＥＭＥＣ」,サンノーバ,後発品,,,28.1,,
内用薬,2359005R1109,ピコスルファートナトリウム水和物,１％１ｇ,,,,スナイリンドライシロップ１％,アボットジャパン,後発品,,,28.1,,
内用薬,2359005R1117,ピコスルファートナトリウム水和物,１％１ｇ,,,,ピコスルファートナトリウムドライシロップ１％「日医工」,日医工,後発品,,,11.7,,
内用薬,2359005S1151,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ファレスタック液０．７５％,東和薬品,後発品,,,10.5,H27.3.31まで,
内用薬,2359005S1186,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,コンスーベン内用液０．７５％,鶴原製薬,後発品,,,10.5,H27.3.31まで,
内用薬,2359005S1194,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,チャルドール内用液０．７５％,テバ製薬,後発品,,,10.5,,
内用薬,2359005S1216,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ヨーピス内用液０．７５％,イセイ,後発品,,,10.5,,
内用薬,2359005S1224,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ラキソデート内用液０．７５％,小林化工,後発品,,,10.5,,
内用薬,2359005S1232,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,シンラック内用液０．７５％,岩城製薬,後発品,,,10.5,,
内用薬,2359005S1240,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ラキソベロン内用液０．７５％,帝人ファーマ,,先発品,○,26,,
内用薬,2359005S1259,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートナトリウム内用液０．７５％「ＣＨＯＳ」,シー・エイチ・オー新薬,後発品,,,10.5,,
内用薬,2359005S1267,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートナトリウム内用液０．７５％「ＰＰ」,ポーラファルマ,後発品,,,10.5,,
内用薬,2359005S1275,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートナトリウム内用液０．７５％「タナベ」,長生堂製薬,後発品,,,10.5,H26.9.30まで,
内用薬,2359005S1283,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートナトリウム内用液０．７５％「日医工」,日医工,後発品,,,10.5,,
内用薬,2359005S1291,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートナトリウム内用液０．７５％「ＪＧ」,長生堂製薬,後発品,,,10.5,,
内用薬,2359005S1305,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートＮａ内用液０．７５％「トーワ」,東和薬品,後発品,,,10.5,,H26.6.20収載
内用薬,2359005S1313,ピコスルファートナトリウム水和物,０．７５％１ｍＬ,,,,ピコスルファートナトリウム内用液０．７５％「ツルハラ」,鶴原製薬,後発品,,,10.5,,H26.6.20収載
内用薬,2359006M1025,ルビプロストン,２４μｇ１カプセル,,,,アミティーザカプセル２４μｇ,スキャンポファーマ,,先発品,,161.1,,
内用薬,2359102X1056,センナ・センナ実,１ｇ,,,,ピムロ顆粒,摩耶堂製薬,後発品,,,6.2,,
内用薬,2359102X1072,センナ・センナ実,１ｇ,,,,アローゼン顆粒,ポーラファルマ,,準先発品,○,8,,
内用薬,2359103X1034,ダイオウ・センナ配合剤,１錠,,,,セチロ配合錠,ジェイドルフ製薬,,,,5.6,,
内用薬,2359106B1022,複方カンゾウ,１ｇ,,,,複方甘草散「スズ」,鈴粉末薬品,後発品,,,5.9,,
内用薬,2359108F1058,ジオクチルソジウムスルホサクシネート・カサンスラノール,１錠,,,,ベンコール配合錠,日医工,後発品,,,5.6,,
内用薬,2359108F1066,ジオクチルソジウムスルホサクシネート・カサンスラノール,１錠,,,,ビーマス配合錠,日本臓器製薬,後発品,,,5.6,,
内用薬,2359109B1077,人工カルルス塩,１０ｇ,,,,人工カルルス塩「コザカイ・Ｍ」,小堺製薬,後発品,,,6.3,,
内用薬,2359109B1115,人工カルルス塩,１０ｇ,,,,人工カルルス塩「ヤマゼン」,山善製薬,後発品,,,7.4,,
内用薬,2362001D1060,ウルソデオキシコール酸,５％１ｇ,局,,,ウルソ顆粒５％,田辺三菱製薬,,,,7.7,,
