薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考,診療報酬における加算等の算定対象から除外する品目
2699003F1024,ジアフェニルスルホン,レクチゾール錠２５ｍｇ,,,,,
2900001A2036,セファランチン,セファランチン末１％,,,,,
2900001F1029,セファランチン,セファランチン錠１ｍｇ,,,,,
2900002C1019,ガンマオリザノール,ガンマオリザノール２０％細粒,3,,,,
2900002C1167,ガンマオリザノール,ハイゼット細粒２０％,,,,,
2900002F4065,ガンマオリザノール,ハイゼット錠２５ｍｇ,,,,,
2900002F5010,ガンマオリザノール,ガンマオリザノール５０ｍｇ錠,3,,,,
2900002F5274,ガンマオリザノール,ハイゼット錠５０ｍｇ,,,,,
2900003Q1029,プロプラノロール塩酸塩,ヘマンジオルシロップ小児用０．３７５％,1,,,,
3111002A1039,ビタミンＡ,チョコラＡ末１万単位／ｇ,,,,,
3111002F1036,ビタミンＡ,チョコラＡ錠１万単位,,,,,
3111003S1039,レチノールパルミチン酸エステル,チョコラＡ滴０．１万単位／滴,,,,,
3112001B4036,アルファカルシドール,アルファロール散１μｇ／ｇ,1,,,,
3112001F1012,アルファカルシドール,アルファカルシドール０．２５μｇ錠,3,,,,
3112001F1055,アルファカルシドール,ワンアルファ錠０．２５μｇ,2,,,,
3112001F2019,アルファカルシドール,アルファカルシドール０．５μｇ錠,3,,,,
3112001F2051,アルファカルシドール,ワンアルファ錠０．５μｇ,2,,,,
3112001F3015,アルファカルシドール,アルファカルシドール１μｇ錠,3,,,,
3112001F3058,アルファカルシドール,ワンアルファ錠１．０μｇ,2,,,,
3112001M1011,アルファカルシドール,アルファカルシドール０．２５μｇカプセル,3,,,,
3112001M1046,アルファカルシドール,アルファロールカプセル０．２５μｇ,2,,,,
3112001M2018,アルファカルシドール,アルファカルシドール０．５μｇカプセル,3,,,,
3112001M2069,アルファカルシドール,アルファロールカプセル０．５μｇ,2,,,,
3112001M3014,アルファカルシドール,アルファカルシドール１μｇカプセル,3,,,,
3112001M3065,アルファカルシドール,アルファロールカプセル１μｇ,2,,,,
3112001M3375,アルファカルシドール,アルファカルシドールカプセル１．０μｇ「あすか」,★,,R5.3.31まで,,
3112001M4010,アルファカルシドール,アルファカルシドール３μｇカプセル,3,,,,
3112001M4037,アルファカルシドール,アルファロールカプセル３μｇ,2,,,,
3112001M4274,アルファカルシドール,アルファカルシドールカプセル３．０μｇ「あすか」,★,,R5.3.31まで,,
3112001S1045,アルファカルシドール,アルファロール内用液０．５μｇ／ｍＬ,1,,,,
3112004M1015,カルシトリオール,カルシトリオール０．２５μｇカプセル,3,,,,
3112004M1023,カルシトリオール,ロカルトロールカプセル０．２５,2,,,,
3112004M2011,カルシトリオール,カルシトリオール０．５μｇカプセル,3,,,,
3112004M2020,カルシトリオール,ロカルトロールカプセル０．５,2,,,,
3112005F1029,ファレカルシトリオール,フルスタン錠０．１５,1,,,,
3112005F1037,ファレカルシトリオール,ホーネル錠０．１５,1,,,,
3112005F2025,ファレカルシトリオール,フルスタン錠０．３,1,,,,
3112005F2033,ファレカルシトリオール,ホーネル錠０．３,1,,,,
3112006M1022,エルデカルシトール,エディロールカプセル０．５μｇ,2,,,,
3112006M1030,エルデカルシトール,エルデカルシトールカプセル０．５μｇ「サワイ」,3,,,,
3112006M1049,エルデカルシトール,エルデカルシトールカプセル０．５μｇ「日医工」,3,,,,
3112006M1057,エルデカルシトール,エルデカルシトールカプセル０．５μｇ「トーワ」,3,,,,
3112006M2029,エルデカルシトール,エディロールカプセル０．７５μｇ,2,,,,
3112006M2037,エルデカルシトール,エルデカルシトールカプセル０．７５μｇ「サワイ」,3,,,,
3112006M2045,エルデカルシトール,エルデカルシトールカプセル０．７５μｇ「日医工」,3,,,,
3112006M2053,エルデカルシトール,エルデカルシトールカプセル０．７５μｇ「トーワ」,3,,,,
3113001X1015,肝油,肝油,,,,,
3119001M1020,エトレチナート,チガソンカプセル１０,,,,,
3119001M2027,エトレチナート,チガソンカプセル２５,,,,,
3121001B1010,チアミン塩化物塩酸塩,チアミン塩化物塩酸塩散,,,,,
3121001B5015,チアミン塩化物塩酸塩,チアミン塩化物塩酸塩散,,,,,
3122001F1027,セトチアミン塩酸塩水和物,ジセタミン錠２５,,,,,
3122002F2028,オクトチアミン,ノイビタ錠「２５」,,,,,
3122004F2132,チアミンジスルフィド,チアミンジスルフィド錠１０ｍｇ「ツルハラ」,,,,,
3122006F2034,ビスベンチアミン,ベストン糖衣錠（２５ｍｇ）,,,,,
3122007D1023,フルスルチアミン,フルスルチアミン塩酸塩顆粒１０％「廣貫堂」,3,,,,
3122007F1024,フルスルチアミン,５ｍｇアリナミンＦ糖衣錠,,,,,
3122007F2039,フルスルチアミン,２５ｍｇアリナミンＦ糖衣錠,,,,,
3122007F2063,フルスルチアミン,フルスルチアミン錠２５ｍｇ「トーワ」,3,,,,
3122007F3027,フルスルチアミン,５０ｍｇアリナミンＦ糖衣錠,,,,,
3122008F1053,ベンフォチアミン,ベンフォチアミン錠２５ｍｇ「トーワ」,3,,,,
3131001F1158,フラビンアデニンジヌクレオチド,フラビタン錠５ｍｇ,,,,,
3131001F1204,フラビンアデニンジヌクレオチド,ＦＡＤ錠５ｍｇ「ツルハラ」,3,,,,
3131001F1220,フラビンアデニンジヌクレオチド,ＦＡＤ腸溶錠５ｍｇ「わかもと」,3,,,,
3131001F2154,フラビンアデニンジヌクレオチド,フラビタン錠１０ｍｇ,,,,,
3131001F2197,フラビンアデニンジヌクレオチド,ＦＡＤ錠１０ｍｇ「ツルハラ」,3,,,,
3131001F2219,フラビンアデニンジヌクレオチド,ＦＡＤ腸溶錠１０ｍｇ「わかもと」,3,,,,
3131001Q1094,フラビンアデニンジヌクレオチド,フラビタンシロップ０．３％,,,,,
3131001Q1116,フラビンアデニンジヌクレオチド,ＦＡＤシロップ０．３％「ツルハラ」,3,,,,
3131002C1024,リボフラビン酪酸エステル,ハイボン細粒１０％,,,,,
3131002C1083,リボフラビン酪酸エステル,リボフラビン酪酸エステル細粒１０％「ツルハラ」,3,,,,
3131002C2020,リボフラビン酪酸エステル,ハイボン細粒２０％,,,,,
3131002F1012,リボフラビン酪酸エステル,リボフラビン酪酸エステル２０ｍｇ錠,3,,,,
3131002F1276,リボフラビン酪酸エステル,ハイボン錠２０ｍｇ,,,,,
3131002F2078,リボフラビン酪酸エステル,ハイボン錠４０ｍｇ,,,,,
3132002B1034,ニコチン酸アミド,ニコチン酸アミド散１０％「ゾンネ」,,,,,
3133001B1193,パンテチン,パントシン散２０％,,,,,
3133001B1215,パンテチン,パンテチン散２０％「テバ」,3,,,,
3133001C1016,パンテチン,パンテチン２０％細粒,3,,,,
3133001C3035,パンテチン,パントシン細粒５０％,,,,,
3133001C3043,パンテチン,パンテチン細粒５０％「ＫＮ」,3,,,,
3133001F1110,パンテチン,パントシン錠３０,,,,,
3133001F1136,パンテチン,パンテチン錠３０ｍｇ「ツルハラ」,3,,,,
3133001F2132,パンテチン,パントシン錠６０,,,,,
3133001F2264,パンテチン,パンテチン錠６０ｍｇ「ツルハラ」,3,,,,
3133001F3015,パンテチン,パンテチン１００ｍｇ錠,3,,,,
3133001F3090,パンテチン,パントシン錠１００,,,,,
3133001F4020,パンテチン,パントシン錠２００,,,,,
3133002X1012,パントテン酸カルシウム,パントテン酸カルシウム,,,,,
3134001X1015,ピリドキシン塩酸塩,ピリドキシン塩酸塩,,,,,
3134002B2060,ピリドキシン塩酸塩,ビタミンＢ６散１０％「マルイシ」,,,,,
3134002F1057,ピリドキシン塩酸塩,ビタミンＢ６錠３０ｍｇ「Ｆ」,3,,,,
3134003F1019,ピリドキサールリン酸エステル水和物,ピリドキサールリン酸エステル１０ｍｇ錠,3,,,,
3134003F1388,ピリドキサールリン酸エステル水和物,ピドキサール錠１０ｍｇ,,,,,
3134003F2147,ピリドキサールリン酸エステル水和物,ピドキサール錠２０ｍｇ,,,,,
3134003F2163,ピリドキサールリン酸エステル水和物,ピリドキサール錠２０ｍｇ「ツルハラ」,3,,,,
3134003F3011,ピリドキサールリン酸エステル水和物,ピリドキサールリン酸エステル３０ｍｇ錠,3,,,,
3134003F3330,ピリドキサールリン酸エステル水和物,ピドキサール錠３０ｍｇ,,,,,
3135001F1017,葉酸,葉酸錠,,,,,
3135002B1036,葉酸,フォリアミン散１００ｍｇ／ｇ,,,,,
3136001M2052,コバマミド,ハイコバールカプセル５００μｇ,,,,,
3136004C1038,メコバラミン,メチコバール細粒０．１％,3,,,,
3136004F1018,メコバラミン,メコバラミン０．２５ｍｇ錠,3,,,,
3136004F1050,メコバラミン,メチコバール錠２５０μｇ,3,,,,
3136004F2014,メコバラミン,メコバラミン０．５ｍｇ錠,3,,,,
3136004F2138,メコバラミン,メチコバール錠５００μｇ,3,,,,
3136004M1173,メコバラミン,メコバラミンカプセル２５０μｇ「日新」,3,,,,
3140001B2011,アスコルビン酸,アスコルビン酸散,,,,,
3140001B3018,アスコルビン酸,アスコルビン酸散,,,,,
3140001X1012,アスコルビン酸,アスコルビン酸,,,,,
3140001X1020,アスコルビン酸,アスコルビン酸（岩城）,,,,,
3140001X1101,アスコルビン酸,アスコルビン酸「ヨシダ」,,,,,
3140001X1144,アスコルビン酸,アスコルビン酸「ケンエー」,,,,,
3140001X1160,アスコルビン酸,アスコルビン酸原末「マルイシ」,,,,,
3140002D1037,アスコルビン酸,ハイシー顆粒２５％,,,,,
3150002D1068,トコフェロール酢酸エステル,トコフェロール酢酸エステル顆粒２０％「ツルハラ」,3,,,,
3150002F1239,トコフェロール酢酸エステル,ユベラ錠５０ｍｇ,,,,,
3150002F1280,トコフェロール酢酸エステル,トコフェロール酢酸エステル錠５０ｍｇ「トーワ」,3,,,,
3150002F2065,トコフェロール酢酸エステル,トコフェロール酢酸エステル錠１００ｍｇ「ツルハラ」,3,,,,
3150002M1017,トコフェロール酢酸エステル,トコフェロール酢酸エステル１００ｍｇカプセル,3,,,,
3160001B1069,フィトナジオン,カチーフＮ散１０ｍｇ／ｇ,,,,,
3160001F1311,フィトナジオン,カチーフＮ錠５ｍｇ,,,,,
3160001F1320,フィトナジオン,ケーワン錠５ｍｇ,,,,,
3160001F1338,フィトナジオン,ビタミンＫ１錠５ｍｇ「ツルハラ」,3,,,,
3160002M1021,メナテトレノン,ケイツーカプセル５ｍｇ,1,,,,
3160002M2010,メナテトレノン,メナテトレノン１５ｍｇカプセル,3,,,,
3160002M2028,メナテトレノン,グラケーカプセル１５ｍｇ,2,,,,
3160002M2087,メナテトレノン,メナテトレノンカプセル１５ｍｇ「ＴＹＫ」,3,,,,
3160002M2095,メナテトレノン,メナテトレノンカプセル１５ｍｇ「ＹＤ」,3,,,,
3160002M2109,メナテトレノン,メナテトレノンカプセル１５ｍｇ「科研」,3,,,,
3160002M2125,メナテトレノン,メナテトレノンカプセル１５ｍｇ「トーワ」,3,,,,
3160002M2133,メナテトレノン,メナテトレノンカプセル１５ｍｇ「日医工」,3,,,,
3160002M2176,メナテトレノン,メナテトレノンカプセル１５ｍｇ「ＣＨ」,3,,,,
3160002Q1040,メナテトレノン,ケイツーシロップ０．２％,1,,,,
3179100F1031,リボフラビン・ピリドキシン塩酸塩,ビフロキシン配合錠,,,,,
3179101M1132,チアミンジスルフィド・Ｂ６・Ｂ１２配合剤,ジアイナ配合カプセル,3,,,,
3179102F1030,チアミンジスルフィド・Ｂ６・Ｂ１２配合剤,アリチア配合錠,,,,,
3179106F1039,オクトチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,ノイロビタン配合錠,,,,,
3179107F1041,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,ビタダン配合錠,3,,,,
3179107M1040,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,ビタノイリンカプセル２５,,,,,
3179107M1059,フルスルチアミン・Ｂ２・Ｂ６・Ｂ１２配合剤,ビタノイリンカプセル５０,,,,,
3179108B1036,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,ビタメジン配合散,,,,,
3179109M1066,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,ダイメジンスリービー配合カプセル２５,3,,,,
3179109M1074,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,ビタメジン配合カプセルＢ２５,,,,,
3179109M1082,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,シグマビタン配合カプセルＢ２５,3,,,,
3179110M1034,ベンフォチアミン・Ｂ６・Ｂ１２配合剤,ビタメジン配合カプセルＢ５０,,,,,
3179115D1096,アスコルビン酸・パントテン酸カルシウム,シナール配合顆粒,,,,,
3179115D1100,アスコルビン酸・パントテン酸カルシウム,シーピー配合顆粒,3,,,,
3179115D1118,アスコルビン酸・パントテン酸カルシウム,デラキシー配合顆粒,3,,,,
3179115F2034,アスコルビン酸・パントテン酸カルシウム,シナール配合錠,,,,,
3179117D1125,パンコール・Ｂ２・Ｂ６・ニコアミ配合剤,デルパント配合顆粒,,,,,
3179121A1028,レチノール・カルシフェロール配合剤,調剤用パンビタン末,,,,,
3190001B1041,ビオチン,ビオチン散０．２％「フソー」,,,,,
3190001B1050,ビオチン,ビオチン散０．２％「ホエイ」,,,,,
3190001R1031,ビオチン,ビオチン・ドライシロップ０．１％「ホエイ」,3,,,,
3211001X1016,乳酸カルシウム水和物,乳酸カルシウム水和物,,,,,
3211001X1059,乳酸カルシウム水和物,乳酸カルシウム「ケンエー」,,,,,
3211001X1067,乳酸カルシウム水和物,乳酸カルシウム「コザカイ・Ｍ」,,,,,
3211001X1237,乳酸カルシウム水和物,乳酸カルシウム水和物「ヨシダ」,,,,,
3211001X1270,乳酸カルシウム水和物,乳酸カルシウム「ファイザー」原末,,,R5.3.31まで,,
3211001X1288,乳酸カルシウム水和物,乳酸カルシウム水和物〈ハチ〉原末,,,,,
3211001X1296,乳酸カルシウム水和物,乳酸カルシウム「ＶＴＲＳ」原末,,20220420,,,
3213001X1010,グルコン酸カルシウム水和物,グルコン酸カルシウム水和物,,,,,
3213001X1045,グルコン酸カルシウム水和物,カルチコール末,,,,,
3214001F1020,Ｌ－アスパラギン酸カルシウム水和物,アスパラ－ＣＡ錠２００,,,,,
3214001F1047,Ｌ－アスパラギン酸カルシウム水和物,Ｌ－アスパラギン酸Ｃａ錠２００ｍｇ「サワイ」,3,,,,
3214001F1063,Ｌ－アスパラギン酸カルシウム水和物,Ｌ－アスパラギン酸Ｃａ錠２００ｍｇ「トーワ」,3,,,,
3215001X1015,塩化カルシウム水和物,塩化カルシウム水和物,,,,,
3219001X1014,リン酸水素カルシウム水和物,リン酸水素カルシウム水和物,,,,,
3219001X1030,リン酸水素カルシウム水和物,リン酸水素カルシウム「エビス」,,,,,
3219001X1138,リン酸水素カルシウム水和物,「山善」第二リン灰,,,,,
3219100F1020,沈降炭酸カルシウム・コレカルシフェロール・炭酸マグネシウム,デノタスチュアブル配合錠,1,,,,
3221001X1012,ヨウ化カリウム,ヨウ化カリウム,,,,,
3221001X1055,ヨウ化カリウム,ヨウ化カリウム「コザカイ・Ｍ」,,,,,
3221001X1101,ヨウ化カリウム,ヨウ化カリウム「ニッコー」,,,,,
3221001X1187,ヨウ化カリウム,ヨウ化カリウム（山善）,,,,,
3221001X1195,ヨウ化カリウム,ヨウ化カリウム「日医工」,,,,,
3221002L1074,ヨウ化カリウム,ヨウ化カリウム丸５０ｍｇ「日医工」,,,,,
3221004B1027,ヨウ素レシチン,ヨウレチン散０．０２％,,,,,
3221004F1029,ヨウ素レシチン,ヨウレチン錠「５０」,,,,,
3221004F2025,ヨウ素レシチン,ヨウレチン錠「１００」,,,,,
3222007G1033,硫酸鉄水和物,フェロ・グラデュメット錠１０５ｍｇ,,,,,
3222010N2022,フマル酸第一鉄,フェルムカプセル１００ｍｇ,1,,,,
3222012Q1030,溶性ピロリン酸第二鉄,インクレミンシロップ５％,3,,,,
3222013D1016,クエン酸第一鉄ナトリウム,クエン酸第一鉄ナトリウム顆粒,3,,,,
3222013D1059,クエン酸第一鉄ナトリウム,フェロミア顆粒８．３％,2,,,,
3222013F1017,クエン酸第一鉄ナトリウム,クエン酸第一鉄ナトリウム鉄５０ｍｇ錠,3,,,,
3222013F1025,クエン酸第一鉄ナトリウム,フェロミア錠５０ｍｇ,2,,,,
3229001X1010,塩化カリウム,塩化カリウム,,,,,
3229001X1053,塩化カリウム,塩化カリウム「フソー」,,,,,
3229002G1082,塩化カリウム,塩化カリウム徐放錠６００ｍｇ「Ｓｔ」,3,,,,
3229002S1026,塩化カリウム,Ｋ．Ｃ．Ｌ．エリキシル（１０Ｗ／Ｖ％）,,,,,
3229003S1039,酢酸カリウム,酢酸カリウム液「司生堂」,3,,,,
3229005B1038,Ｌ－アスパラギン酸カリウム,アスパラカリウム散５０％,,,,,
3229005F1080,Ｌ－アスパラギン酸カリウム,アスパラカリウム錠３００ｍｇ,,,,,
3229005F1102,Ｌ－アスパラギン酸カリウム,Ｌ－アスパラギン酸Ｋ錠３００ｍｇ「アメル」,3,,,,
3229007C1032,グルコン酸カリウム,グルコンサンＫ細粒４ｍＥｑ／ｇ,1,,,,
3229007F1047,グルコン酸カリウム,グルコンサンＫ錠２．５ｍＥｑ,1,,,,
3229007F2035,グルコン酸カリウム,グルコンサンＫ錠５ｍＥｑ,1,,,,
3229100D2030,ナトリウム・カリウム・マグネシウム配合剤,ソリタ－Ｔ配合顆粒２号,,,,,
