区分,薬価基準収載医薬品コード,成分名,規格,日本薬局方,麻薬,業者名追記,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,1169012F1200,プラミペキソール塩酸塩水和物,０．１２５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．１２５ｍｇ「ファイザー」,マイラン製薬,後発品,,,11.6,,
内用薬,1169012F2029,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,ビ・シフロール錠０．５ｍｇ,日本ベーリンガーインゲルハイム,,先発品,○,102.4,,
内用薬,1169012F2037,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「ＡＡ」,あすか製薬,後発品,,,41.5,R5.3.31まで,
内用薬,1169012F2045,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,41.5,,
内用薬,1169012F2053,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「ＥＥ」,エルメッド,後発品,,,41.5,,
内用薬,1169012F2061,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「ＦＦＰ」,共創未来ファーマ,後発品,,,41.5,,
内用薬,1169012F2070,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,41.5,,
内用薬,1169012F2096,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「ＭＥＥＫ」,小林化工,後発品,,,41.5,,
内用薬,1169012F2126,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「ＹＤ」,陽進堂,後発品,,,41.5,,
内用薬,1169012F2134,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「アメル」,共和薬品工業,後発品,,,41.5,,
内用薬,1169012F2150,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「サワイ」,沢井製薬,後発品,,,41.5,,
内用薬,1169012F2169,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「タカタ」,高田製薬,後発品,,,41.5,,
内用薬,1169012F2177,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「日医工」,日医工,後発品,,,41.5,,
内用薬,1169012F2185,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「日新」,日新製薬（山形）,後発品,,,41.5,,
内用薬,1169012F2207,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩錠０．５ｍｇ「ファイザー」,マイラン製薬,後発品,,,41.5,,
内用薬,1169012F3025,プラミペキソール塩酸塩水和物,０．１２５ｍｇ１錠,,,,プラミペキソール塩酸塩ＯＤ錠０．１２５ｍｇ「トーワ」,東和薬品,後発品,,,11.6,,
内用薬,1169012F4021,プラミペキソール塩酸塩水和物,０．５ｍｇ１錠,,,,プラミペキソール塩酸塩ＯＤ錠０．５ｍｇ「トーワ」,東和薬品,後発品,,,41.5,,
内用薬,1169012G1010,プラミペキソール塩酸塩水和物,０．３７５ｍｇ１錠,,,,プラミペキソール塩酸塩０．３７５ｍｇ徐放錠,,後発品,,,25.8,,
内用薬,1169012G1028,プラミペキソール塩酸塩水和物,０．３７５ｍｇ１錠,,,,ミラペックスＬＡ錠０．３７５ｍｇ,日本ベーリンガーインゲルハイム,,先発品,○,87.1,,
内用薬,1169012G1044,プラミペキソール塩酸塩水和物,０．３７５ｍｇ１錠,,,,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「ＪＧ」,日本ジェネリック,後発品,,,28.5,,
内用薬,1169012G1052,プラミペキソール塩酸塩水和物,０．３７５ｍｇ１錠,,,,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「アメル」,共和薬品工業,後発品,,,28.5,,
内用薬,1169012G1087,プラミペキソール塩酸塩水和物,０．３７５ｍｇ１錠,,,,プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「トーワ」,東和薬品,後発品,,,28.5,,
内用薬,1169012G2016,プラミペキソール塩酸塩水和物,１．５ｍｇ１錠,,,,プラミペキソール塩酸塩１．５ｍｇ徐放錠,,後発品,,,89.5,,
内用薬,1169012G2024,プラミペキソール塩酸塩水和物,１．５ｍｇ１錠,,,,ミラペックスＬＡ錠１．５ｍｇ,日本ベーリンガーインゲルハイム,,先発品,○,298.8,,
内用薬,1169012G2032,プラミペキソール塩酸塩水和物,１．５ｍｇ１錠,,,,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「ＤＳＥＰ」,第一三共エスファ,後発品,,,94.5,,
内用薬,1169012G2040,プラミペキソール塩酸塩水和物,１．５ｍｇ１錠,,,,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「ＪＧ」,日本ジェネリック,後発品,,,94.5,,
内用薬,1169012G2059,プラミペキソール塩酸塩水和物,１．５ｍｇ１錠,,,,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「アメル」,共和薬品工業,後発品,,,94.5,,
内用薬,1169012G2075,プラミペキソール塩酸塩水和物,１．５ｍｇ１錠,,,,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「サワイ」,沢井製薬,後発品,,,94.5,,
内用薬,1169012G2083,プラミペキソール塩酸塩水和物,１．５ｍｇ１錠,,,,プラミペキソール塩酸塩ＬＡ錠１．５ｍｇＭＩ「トーワ」,東和薬品,後発品,,,94.5,,
内用薬,1169013F1027,ロピニロール塩酸塩,０．２５ｍｇ１錠,,,,レキップ錠０．２５ｍｇ,グラクソ・スミスクライン,,先発品,○,31.9,,
内用薬,1169013F1035,ロピニロール塩酸塩,０．２５ｍｇ１錠,,,,ロピニロール錠０．２５ｍｇ「ＪＧ」,長生堂製薬,後発品,,,11,,
内用薬,1169013F2023,ロピニロール塩酸塩,１ｍｇ１錠,,,,レキップ錠１ｍｇ,グラクソ・スミスクライン,,先発品,○,110.7,,
内用薬,1169013F2031,ロピニロール塩酸塩,１ｍｇ１錠,,,,ロピニロール錠１ｍｇ「ＪＧ」,長生堂製薬,後発品,,,35.5,,
内用薬,1169013F3020,ロピニロール塩酸塩,２ｍｇ１錠,,,,レキップ錠２ｍｇ,グラクソ・スミスクライン,,先発品,○,194.9,,
内用薬,1169013F3038,ロピニロール塩酸塩,２ｍｇ１錠,,,,ロピニロール錠２ｍｇ「ＪＧ」,長生堂製薬,後発品,,,62.7,,
内用薬,1169013F4026,ロピニロール塩酸塩,０．２５ｍｇ１錠,,,,ロピニロールＯＤ錠０．２５ｍｇ「アメル」,共和薬品工業,後発品,,,11,,
内用薬,1169013F5022,ロピニロール塩酸塩,１ｍｇ１錠,,,,ロピニロールＯＤ錠１ｍｇ「アメル」,共和薬品工業,後発品,,,35.5,,
内用薬,1169013F6029,ロピニロール塩酸塩,２ｍｇ１錠,,,,ロピニロールＯＤ錠２ｍｇ「アメル」,共和薬品工業,後発品,,,62.7,,
内用薬,1169013G1022,ロピニロール塩酸塩,２ｍｇ１錠,,,,レキップＣＲ錠２ｍｇ,グラクソ・スミスクライン,,先発品,○,169.2,,
内用薬,1169013G1030,ロピニロール塩酸塩,２ｍｇ１錠,,,,ロピニロール徐放錠２ｍｇ「共創未来」,共創未来ファーマ,後発品,,,67.5,,
内用薬,1169013G1049,ロピニロール塩酸塩,２ｍｇ１錠,,,,ロピニロール徐放錠２ｍｇ「トーワ」,東和薬品,後発品,,,67.5,,
内用薬,1169013G1057,ロピニロール塩酸塩,２ｍｇ１錠,,,,ロピニロール徐放錠２ｍｇ「サワイ」,沢井製薬,後発品,,,67.5,,
内用薬,1169013G2029,ロピニロール塩酸塩,８ｍｇ１錠,,,,レキップＣＲ錠８ｍｇ,グラクソ・スミスクライン,,先発品,○,570.2,,
内用薬,1169013G2037,ロピニロール塩酸塩,８ｍｇ１錠,,,,ロピニロール徐放錠８ｍｇ「共創未来」,共創未来ファーマ,後発品,,,230.5,,
内用薬,1169013G2045,ロピニロール塩酸塩,８ｍｇ１錠,,,,ロピニロール徐放錠８ｍｇ「トーワ」,東和薬品,後発品,,,230.5,,
内用薬,1169013G2053,ロピニロール塩酸塩,８ｍｇ１錠,,,,ロピニロール徐放錠８ｍｇ「サワイ」,沢井製薬,後発品,,,230.5,,
内用薬,1169014F1013,エンタカポン,１００ｍｇ１錠,,,,エンタカポン１００ｍｇ錠,,後発品,,,34.9,,
内用薬,1169014F1021,エンタカポン,１００ｍｇ１錠,局,,,コムタン錠１００ｍｇ,ノバルティス　ファーマ,,先発品,○,126,,
内用薬,1169014F1048,エンタカポン,１００ｍｇ１錠,局,,,エンタカポン錠１００ｍｇ「ＫＮ」,小林化工,後発品,,,41.7,,
内用薬,1169014F1064,エンタカポン,１００ｍｇ１錠,局,,,エンタカポン錠１００ｍｇ「トーワ」,東和薬品,後発品,,,41.7,,
内用薬,1169015F2022,ゾニサミド,２５ｍｇ１錠,,,,トレリーフＯＤ錠２５ｍｇ,大日本住友製薬,,先発品,,966.1,,
内用薬,1169015F3029,ゾニサミド,５０ｍｇ１錠,,,,トレリーフＯＤ錠５０ｍｇ,大日本住友製薬,,先発品,,1449.1,,
内用薬,1169016F1020,イストラデフィリン,２０ｍｇ１錠,,,,ノウリアスト錠２０ｍｇ,協和キリン,,先発品,,796.9,,
内用薬,1169017F1025,ラサギリンメシル酸塩,０．５ｍｇ１錠,,,,アジレクト錠０．５ｍｇ,武田薬品工業,,先発品,,515.3,,
内用薬,1169017F2021,ラサギリンメシル酸塩,１ｍｇ１錠,,,,アジレクト錠１ｍｇ,武田薬品工業,,先発品,,953.8,,
内用薬,1169018F1020,サフィナミドメシル酸塩,５０ｍｇ１錠,,,,エクフィナ錠５０ｍｇ,エーザイ,,先発品,,930.9,,
内用薬,1169019F1024,オピカポン,２５ｍｇ１錠,,,,オンジェンティス錠２５ｍｇ,小野薬品工業,,先発品,,957.4,,
内用薬,1169100F1052,レボドパ・ベンセラジド塩酸塩,１錠,,,,イーシー・ドパール配合錠,協和キリン,,先発品,,21.7,,
内用薬,1169100F1060,レボドパ・ベンセラジド塩酸塩,１錠,,,,ネオドパゾール配合錠,アルフレッサファーマ,,先発品,,26.5,,
内用薬,1169100F1079,レボドパ・ベンセラジド塩酸塩,１錠,,,,マドパー配合錠,太陽ファルマ,,先発品,,22.2,,
内用薬,1169101F1014,レボドパ・カルビドパ水和物,１錠,,,,レボドパ・カルビドパＬ１００錠,,後発品,,,9.4,,
内用薬,1169101F1120,レボドパ・カルビドパ水和物,１錠,,,,ネオドパストン配合錠Ｌ１００,大原薬品工業,,先発品,○,19.5,,
内用薬,1169101F1146,レボドパ・カルビドパ水和物,１錠,,,,メネシット配合錠１００,オルガノン,,先発品,○,17.5,,
内用薬,1169101F2010,レボドパ・カルビドパ水和物,１錠,,,,レボドパ・カルビドパＬ２５０錠,,後発品,,,23,,
内用薬,1169101F2045,レボドパ・カルビドパ水和物,１錠,,,,ネオドパストン配合錠Ｌ２５０,大原薬品工業,,先発品,○,48.3,,
内用薬,1169101F2053,レボドパ・カルビドパ水和物,１錠,,,,メネシット配合錠２５０,オルガノン,,先発品,○,42.7,,
内用薬,1169101F3017,レボドパ・カルビドパ水和物,１錠,,,,レボドパ・カルビドパＬ５０錠,,後発品,,,5.9,,
内用薬,1169101S1020,レボドパ・カルビドパ水和物,１００ｍＬ１カセット,,,,デュオドーパ配合経腸用液,アッヴィ,,先発品,,15282.2,,
内用薬,1169102F1027,レボドパ・カルビドパ水和物・エンタカポン,１錠,,,,スタレボ配合錠Ｌ５０,ノバルティス　ファーマ,,先発品,,126,,
内用薬,1169102F2023,レボドパ・カルビドパ水和物・エンタカポン,１錠,,,,スタレボ配合錠Ｌ１００,ノバルティス　ファーマ,,先発品,,126,,
内用薬,1171001F1014,クロルプロマジン塩酸塩,１２．５ｍｇ１錠,局,,,クロルプロマジン塩酸塩錠,,,,,9.4,,
内用薬,1171001F2010,クロルプロマジン塩酸塩,２５ｍｇ１錠,局,,,クロルプロマジン塩酸塩錠,,,,,9.4,,
内用薬,1171001F3017,クロルプロマジン塩酸塩,５０ｍｇ１錠,局,,,クロルプロマジン塩酸塩錠,,,,,9.4,,
内用薬,1171001F4013,クロルプロマジン塩酸塩,１００ｍｇ１錠,局,,,クロルプロマジン塩酸塩錠,,,,,9.4,,
内用薬,1171005C1024,クロルプロマジンフェノールフタリン酸塩,１０％１ｇ,,,,ウインタミン細粒（１０％）,共和薬品工業,,,,6.5,,
内用薬,1172004B1030,ペルフェナジンフェンジゾ酸塩,１％１ｇ,,,,ピーゼットシー散１％,田辺三菱製薬,,,,8.2,,
内用薬,1172005C1064,プロペリシアジン,１０％１ｇ,,,,ニューレプチル細粒１０％,高田製薬,,,,42,,
内用薬,1172005F1044,プロペリシアジン,５ｍｇ１錠,,,,ニューレプチル錠５ｍｇ,高田製薬,,,,5.7,,
内用薬,1172005F2067,プロペリシアジン,１０ｍｇ１錠,,,,ニューレプチル錠１０ｍｇ,高田製薬,,,,5.9,,
内用薬,1172005F3047,プロペリシアジン,２５ｍｇ１錠,,,,ニューレプチル錠２５ｍｇ,高田製薬,,,,10.9,,
内用薬,1172005S1034,プロペリシアジン,１％１ｍＬ,,,,ニューレプチル内服液１％,高田製薬,,,,12.1,,
内用薬,1172006F1014,ペルフェナジン,２ｍｇ１錠,局,,,ペルフェナジン錠,,,,,9.8,,
内用薬,1172006F2010,ペルフェナジン,４ｍｇ１錠,局,,,ペルフェナジン錠,,,,,9.8,,
内用薬,1172006F3017,ペルフェナジン,８ｍｇ１錠,局,,,ペルフェナジン錠,,,,,9.8,,
内用薬,1172007B1033,ペルフェナジン,１％１ｇ,,,,トリラホン散１％,共和薬品工業,,,,8.6,,
内用薬,1172009B1032,フルフェナジンマレイン酸塩,０．２％１ｇ,,,,フルメジン散０．２％,田辺三菱製薬,,,,10.2,,
内用薬,1172009F1026,フルフェナジンマレイン酸塩,０．２５ｍｇ１錠,,,,フルメジン糖衣錠（０．２５）,田辺三菱製薬,,,,5.7,,
内用薬,1172009F2022,フルフェナジンマレイン酸塩,０．５ｍｇ１錠,,,,フルメジン糖衣錠（０．５）,田辺三菱製薬,,,,5.7,,
内用薬,1172009F3029,フルフェナジンマレイン酸塩,１ｍｇ１錠,,,,フルメジン糖衣錠（１）,田辺三菱製薬,,,,6.5,,
内用薬,1172010F1010,プロクロルペラジンマレイン酸塩,５ｍｇ１錠,局,,,プロクロルペラジンマレイン酸塩錠,,,,,9.8,,
内用薬,1172013F1014,ペルフェナジンマレイン酸塩,２ｍｇ１錠,局,,,ペルフェナジンマレイン酸塩錠,,,,,9.4,,
内用薬,1172013F2010,ペルフェナジンマレイン酸塩,４ｍｇ１錠,局,,,ペルフェナジンマレイン酸塩錠,,,,,9.4,,
内用薬,1172013F3017,ペルフェナジンマレイン酸塩,８ｍｇ１錠,局,,,ペルフェナジンマレイン酸塩錠,,,,,9.8,,
内用薬,1172014B1033,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,レボトミン散１０％,田辺三菱製薬,,,,10,,
内用薬,1172014B2048,レボメプロマジンマレイン酸塩,５０％１ｇ,,,,レボトミン散５０％,田辺三菱製薬,,,,63.5,,
内用薬,1172014B2056,レボメプロマジンマレイン酸塩,５０％１ｇ,,,,ヒルナミン散５０％,共和薬品工業,,,,58.8,,
内用薬,1172014C1055,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,ヒルナミン細粒１０％,共和薬品工業,,,,11.8,,
内用薬,1172014D1077,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,レボトミン顆粒１０％,田辺三菱製薬,,,,10.8,,
内用薬,1172014F1027,レボメプロマジンマレイン酸塩,５ｍｇ１錠,,,,ヒルナミン錠（５ｍｇ）,共和薬品工業,,,,5.7,,
内用薬,1172014F1043,レボメプロマジンマレイン酸塩,５ｍｇ１錠,,,,レボトミン錠５ｍｇ,田辺三菱製薬,,,,5.7,,
内用薬,1172014F2120,レボメプロマジンマレイン酸塩,２５ｍｇ１錠,,,,レボトミン錠２５ｍｇ,田辺三菱製薬,,,,5.7,,
内用薬,1172014F2139,レボメプロマジンマレイン酸塩,２５ｍｇ１錠,,,,ヒルナミン錠（２５ｍｇ）,共和薬品工業,,,,5.7,,
内用薬,1172014F2163,レボメプロマジンマレイン酸塩,２５ｍｇ１錠,,,,レボメプロマジン錠２５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.7,,
内用薬,1172014F3038,レボメプロマジンマレイン酸塩,５０ｍｇ１錠,,,,ヒルナミン錠（５０ｍｇ）,共和薬品工業,,,,6.3,,
内用薬,1172014F3070,レボメプロマジンマレイン酸塩,５０ｍｇ１錠,,,,レボトミン錠５０ｍｇ,田辺三菱製薬,,,,5.9,,
内用薬,1174002F1029,クロミプラミン塩酸塩,１０ｍｇ１錠,局,,,アナフラニール錠１０ｍｇ,アルフレッサファーマ,,先発品,,9.6,,
内用薬,1174002F2025,クロミプラミン塩酸塩,２５ｍｇ１錠,局,,,アナフラニール錠２５ｍｇ,アルフレッサファーマ,,先発品,,15.7,,
内用薬,1174004F1028,ロフェプラミン塩酸塩,１０ｍｇ１錠,,,,アンプリット錠１０ｍｇ,第一三共,,先発品,,5.9,,
内用薬,1174004F2024,ロフェプラミン塩酸塩,２５ｍｇ１錠,,,,アンプリット錠２５ｍｇ,第一三共,,先発品,,14,,
内用薬,1174005B1020,トリミプラミンマレイン酸塩,１０％１ｇ,,,,スルモンチール散１０％,共和薬品工業,,,,40.2,,
内用薬,1174005F1022,トリミプラミンマレイン酸塩,１０ｍｇ１錠,,,,スルモンチール錠１０ｍｇ,共和薬品工業,,,,6.4,,
