"薬価基準収載
医薬品コード",成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,"収載年月日(YYYYMMDD)
【例】
2014年4月1日
(20140401)",備考
2171022F2343,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「トーワ」,３,,
2171022F2351,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「日医工」,３,,
2171022F2360,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「フソー」,３,,
2171022F2378,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「マイラン」,３,,
2171022F2386,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「明治」,３,,
2171022F2408,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「ＤＳＥＰ」,３,,
2171022F2424,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「ＮｉｋＰ」,３,,
2171022F2432,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「ＱＱ」,３,,
2171022F2440,アムロジピンベシル酸塩,アムロジピン錠５ｍｇ「杏林」,３,20141212,
2171022F3021,アムロジピンベシル酸塩,アムロジンＯＤ錠２．５ｍｇ,２,,
2171022F3030,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「トーワ」,３,,
2171022F3048,アムロジピンベシル酸塩,ノルバスクＯＤ錠２．５ｍｇ,２,,
2171022F3056,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＪＧ」,３,,
2171022F3064,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＫＲＭ」,３,,
2171022F3072,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＮＰ」,３,,
2171022F3080,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＮＳ」,３,,
2171022F3099,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＴＣＫ」,３,,
2171022F3110,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＹＤ」,３,,
2171022F3129,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＺＥ」,３,,
2171022F3137,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「あすか」,３,,
2171022F3145,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「アメル」,３,,
2171022F3153,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「科研」,３,,
2171022F3161,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ケミファ」,３,,
2171022F3170,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「サワイ」,３,,
2171022F3188,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「サンド」,３,,
2171022F3196,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「タイヨー」,３,,
2171022F3200,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「タカタ」,３,,
2171022F3218,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「日医工」,３,,
2171022F3226,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「フソー」,３,,
2171022F3234,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「明治」,３,,
2171022F3250,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＥＭＥＣ」,３,,
2171022F3269,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＫＮ」,３,,
2171022F3277,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＣＨ」,３,,
2171022F3293,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「ＴＹＫ」,３,,
2171022F3307,アムロジピンベシル酸塩,アムロジピンＯＤフィルム２．５ｍｇ「ＱＱ」,３,,
2171022F3315,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「テバ」,３,,
2171022F3323,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「イセイ」,３,20140620,
2171022F3331,アムロジピンベシル酸塩,アムロジピンＯＤ錠２．５ｍｇ「杏林」,３,20141212,
2171022F4028,アムロジピンベシル酸塩,アムロジンＯＤ錠５ｍｇ,２,,
2171022F4036,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「トーワ」,３,,
2171022F4044,アムロジピンベシル酸塩,ノルバスクＯＤ錠５ｍｇ,２,,
2171022F4052,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＪＧ」,３,,
2171022F4060,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＫＲＭ」,３,,
2171022F4079,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＮＰ」,３,,
2171022F4087,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＮＳ」,３,,
2171022F4095,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＴＣＫ」,３,,
2171022F4117,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＹＤ」,３,,
2171022F4125,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＺＥ」,３,,
2171022F4133,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「あすか」,３,,
2171022F4141,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「アメル」,３,,
2171022F4150,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「科研」,３,,
2171022F4168,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ケミファ」,３,,
2171022F4176,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「サワイ」,３,,
2171022F4184,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「サンド」,３,,
2171022F4192,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「タイヨー」,３,,
2171022F4206,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「タカタ」,３,,
2171022F4214,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「日医工」,３,,
2171022F4222,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「フソー」,３,,
2171022F4230,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「明治」,３,,
2171022F4257,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＥＭＥＣ」,３,,
2171022F4265,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＫＮ」,３,,
2171022F4273,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＣＨ」,３,,
2171022F4290,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「ＴＹＫ」,３,,
2171022F4303,アムロジピンベシル酸塩,アムロジピンＯＤフィルム５ｍｇ「ＱＱ」,３,,
2171022F4311,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「テバ」,３,,
2171022F4320,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「イセイ」,３,20140620,
2171022F4338,アムロジピンベシル酸塩,アムロジピンＯＤ錠５ｍｇ「杏林」,３,20141212,
2171022F5016,アムロジピンベシル酸塩,アムロジピンベシル酸塩１０ｍｇ錠,３,,
2171022F5024,アムロジピンベシル酸塩,アムロジン錠１０ｍｇ,２,,
2171022F5032,アムロジピンベシル酸塩,ノルバスク錠１０ｍｇ,２,,
2171022F5040,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＥＭＥＣ」,３,,
2171022F5059,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＫＮ」,３,,
2171022F5067,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ツルハラ」,３,,
2171022F5075,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「トーワ」,３,,
2171022F5083,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＭＥＤ」,３,,
2171022F5105,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＮＰ」,３,,
2171022F5113,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＮＳ」,３,,
2171022F5130,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「あすか」,３,,
2171022F5148,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「アメル」,３,,
2171022F5156,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「科研」,３,,
2171022F5164,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「杏林」,３,,
2171022F5172,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ケミファ」,３,,
2171022F5180,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「サワイ」,３,,
2171022F5199,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「タカタ」,３,,
2171022F5202,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「タナベ」,３,,
2171022F5210,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「日医工」,３,,
2171022F5229,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「明治」,３,,
2171022F5245,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＣＨ」,３,,
2171022F5253,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＤＳＥＰ」,３,,
2171022F5261,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「Ｆ」,３,,
2171022F5270,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＪＧ」,３,,
2171022F5288,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＱＱ」,３,,
2171022F5296,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＴＣＫ」,３,,
2171022F5300,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＴＹＫ」,３,,
2171022F5318,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「ＹＤ」,３,,
2171022F5326,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「イセイ」,３,,
2171022F5334,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「オーハラ」,３,,
2171022F5342,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「タイヨー」,３,,
2171022F5350,アムロジピンベシル酸塩,アムロジピン錠１０ｍｇ「フソー」,３,,
2171022F6020,アムロジピンベシル酸塩,アムロジンＯＤ錠１０ｍｇ,２,,
2171022F6039,アムロジピンベシル酸塩,ノルバスクＯＤ錠１０ｍｇ,２,,
2171022F6047,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「トーワ」,３,,
2171022F6055,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＥＭＥＣ」,３,,
2171022F6063,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＫＮ」,３,,
2171022F6071,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＮＰ」,３,,
2171022F6080,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＴＣＫ」,３,,
2171022F6098,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＺＥ」,３,,
2171022F6101,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「アメル」,３,,
2171022F6110,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「杏林」,３,,
2171022F6128,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「サワイ」,３,,
2171022F6136,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「サンド」,３,,
2171022F6144,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「タカタ」,３,,
2171022F6152,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「日医工」,３,,
2171022F6160,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＣＨ」,３,,
2171022F6179,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＪＧ」,３,,
2171022F6187,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＮＳ」,３,,
2171022F6195,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＴＹＫ」,３,,
2171022F6209,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ＹＤ」,３,,
2171022F6217,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「科研」,３,,
2171022F6225,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「ケミファ」,３,,
2171022F6233,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「テバ」,３,,
2171022F6241,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「フソー」,３,,
2171022F6250,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「明治」,３,,
2171022F6268,アムロジピンベシル酸塩,アムロジピンＯＤ錠１０ｍｇ「イセイ」,３,20140620,
2171022Q1046,アムロジピンベシル酸塩,アムロジピン内用ゼリー２．５ｍｇ「あすか」,３,,
2171022Q1054,アムロジピンベシル酸塩,アムロジピン内用ゼリー２．５ｍｇ「トーワ」,３,,
2171022Q1070,アムロジピンベシル酸塩,アムロジピン内用ゼリー２．５ｍｇ「ＴＹＫ」,３,,
2171022Q1089,アムロジピンベシル酸塩,アムロジピン内用ゼリー２．５ｍｇ「タナベ」,３,,
2171022Q1097,アムロジピンベシル酸塩,アムロジピン内用ゼリー２．５ｍｇ「ＪＧ」,３,,
2171022Q2042,アムロジピンベシル酸塩,アムロジピン内用ゼリー５ｍｇ「あすか」,３,,
2171022Q2050,アムロジピンベシル酸塩,アムロジピン内用ゼリー５ｍｇ「トーワ」,３,,
2171022Q2077,アムロジピンベシル酸塩,アムロジピン内用ゼリー５ｍｇ「ＴＹＫ」,３,,
2171022Q2085,アムロジピンベシル酸塩,アムロジピン内用ゼリー５ｍｇ「タナベ」,３,,
2171022Q2093,アムロジピンベシル酸塩,アムロジピン内用ゼリー５ｍｇ「ＪＧ」,３,,
2171023F1023,一硝酸イソソルビド,アイトロール錠１０ｍｇ,２,,
2171023F1031,一硝酸イソソルビド,アイロクール錠１０,３,,
2171023F1040,一硝酸イソソルビド,イソニトール錠１０ｍｇ,３,,
2171023F1058,一硝酸イソソルビド,ソプレロール錠１０ｍｇ,３,,
2171023F1066,一硝酸イソソルビド,タイシロール錠１０ｍｇ,３,,
2171023F1074,一硝酸イソソルビド,一硝酸イソソルビド錠１０ｍｇ「タイヨー」,３,,
2171023F1082,一硝酸イソソルビド,一硝酸イソソルビド錠１０ｍｇ「サワイ」,３,,
2171023F1090,一硝酸イソソルビド,一硝酸イソソルビド錠１０ｍｇ「トーワ」,３,20140620,
2171023F2020,一硝酸イソソルビド,アイトロール錠２０ｍｇ,２,,
2171023F2038,一硝酸イソソルビド,タイシロール錠２０ｍｇ,３,,
2171023F2062,一硝酸イソソルビド,ソプレロール錠２０ｍｇ,３,,
2171023F2089,一硝酸イソソルビド,アイロクール錠２０,３,,
2171023F2100,一硝酸イソソルビド,イソニトール錠２０ｍｇ,３,,
2171023F2119,一硝酸イソソルビド,一硝酸イソソルビド錠２０ｍｇ「タイヨー」,３,,
2171023F2127,一硝酸イソソルビド,一硝酸イソソルビド錠２０ｍｇ「サワイ」,３,,
2171023F2135,一硝酸イソソルビド,一硝酸イソソルビド錠２０ｍｇ「トーワ」,３,20140620,
2171402A1116,ジピリダモール,シフノス静注液１０ｍｇ,３,,
2171402A1124,ジピリダモール,アジリース静注１０ｍｇ,３,,
2171402A1132,ジピリダモール,トーモル静注１０ｍｇ,３,,
2171402A1140,ジピリダモール,ペルサンチン静注１０ｍｇ,,,
2171402A1159,ジピリダモール,ジピリダモール静注液１０ｍｇ「日医工」,３,20140620,
2171403A1030,ニトログリセリン,ミリスロール注１ｍｇ／２ｍＬ,２,,
2171403A1048,ニトログリセリン,バソレーター注１ｍｇ,３,,
2171403A1056,ニトログリセリン,ニトログリセリン注１ｍｇ／２ｍＬ「ＨＫ」,３,,
2171403A1064,ニトログリセリン,ミオコール静注１ｍｇ,３,,
2171403A2044,ニトログリセリン,バソレーター注５ｍｇ,３,,
2171403A2052,ニトログリセリン,ミリスロール注５ｍｇ／１０ｍＬ,２,,
2171403A2079,ニトログリセリン,ミオコール静注５ｍｇ,３,,
2171403A3040,ニトログリセリン,ミリスロール注２５ｍｇ／５０ｍＬ,２,,
2171403A3059,ニトログリセリン,バソレーター注２５ｍｇ,３,,
2171403A4039,ニトログリセリン,バソレーター注５０ｍｇ,３,,
2171403A4055,ニトログリセリン,ミリスロール注５０ｍｇ／１００ｍＬ,２,,
2171403A6023,ニトログリセリン,冠動注用ミリスロール０．５ｍｇ／１０ｍＬ,２,,
2171403A7038,ニトログリセリン,ミオコール点滴静注５０ｍｇ,３,,
2171403A7046,ニトログリセリン,ミリスロール注５０ｍｇ／１００ｍＬ,２,,
2171403A7054,ニトログリセリン,ニトログリセリン点滴静注５０ｍｇ／１００ｍＬ「ＨＫ」,３,,
2171403A8026,ニトログリセリン,ミオコール点滴静注２５ｍｇ,３,,
2171403A8034,ニトログリセリン,ニトログリセリン点滴静注２５ｍｇ／５０ｍＬ「ＨＫ」,３,,
2171403A9022,ニトログリセリン,ニトログリセリン注５ｍｇ／１０ｍＬ「ＨＫ」,３,,
2171403G1024,ニトログリセリン,ニトログリセリン注２５ｍｇ／５０ｍＬシリンジ「テルモ」,３,,
2171404A1026,硝酸イソソルビド,ニトロール注５ｍｇ,２,,
