薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考
1179039F1044,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ＣＨ」,3,,,
1179039F1052,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ＥＭＥＣ」,3,,,
1179039F1060,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ＦＦＰ」,3,,,
1179039F1079,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ＪＧ」,3,,,
1179039F1087,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ＮＰ」,3,,,
1179039F1095,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ＴＣＫ」,3,,,
1179039F1109,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ＹＤ」,3,,,
1179039F1117,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「アメル」,3,,,
1179039F1125,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「杏林」,3,,,
1179039F1141,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「サワイ」,3,,,
1179039F1150,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「タカタ」,3,,,
1179039F1168,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「日医工」,3,,,
1179039F1184,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「トーワ」,3,,,
1179039F1192,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ＴＹＫ」,3,,,
1179039F1206,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠２５ｍｇ「ファイザー」,3,,,
1179039F2024,フルボキサミンマレイン酸塩,デプロメール錠５０,2,,,
1179039F2032,フルボキサミンマレイン酸塩,ルボックス錠５０,2,,,
1179039F2040,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ＣＨ」,3,,,
1179039F2059,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ＥＭＥＣ」,3,,,
1179039F2067,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ＦＦＰ」,3,,,
1179039F2075,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ＪＧ」,3,,,
1179039F2083,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ＮＰ」,3,,,
1179039F2091,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ＴＣＫ」,3,,,
1179039F2105,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ＹＤ」,3,,,
1179039F2113,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「アメル」,3,,,
1179039F2121,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「杏林」,3,,,
1179039F2148,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「サワイ」,3,,,
1179039F2156,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「タカタ」,3,,,
1179039F2164,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「日医工」,3,,,
1179039F2180,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「トーワ」,3,,,
1179039F2199,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ＴＹＫ」,3,,,
1179039F2202,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠５０ｍｇ「ファイザー」,3,,,
1179039F3020,フルボキサミンマレイン酸塩,デプロメール錠７５,2,,,
1179039F3039,フルボキサミンマレイン酸塩,ルボックス錠７５,2,,,
1179039F3047,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ＣＨ」,3,,,
1179039F3055,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ＥＭＥＣ」,3,,,
1179039F3063,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ＦＦＰ」,3,,,
1179039F3071,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ＪＧ」,3,,,
1179039F3080,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ＮＰ」,3,,,
1179039F3098,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ＴＣＫ」,3,,,
1179039F3101,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ＹＤ」,3,,,
1179039F3110,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「アメル」,3,,,
1179039F3128,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「杏林」,3,,,
1179039F3144,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「サワイ」,3,,,
1179039F3152,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「タカタ」,3,,,
1179039F3160,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「日医工」,3,,,
1179039F3187,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「トーワ」,3,,,
1179039F3195,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ＴＹＫ」,3,,,
1179039F3209,フルボキサミンマレイン酸塩,フルボキサミンマレイン酸塩錠７５ｍｇ「ファイザー」,3,,,
1179040F1039,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「ＡＦＰ」,3,,,
1179040F1047,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「ＪＧ」,3,,,
1179040F1055,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「ＮＰ」,3,,,
1179040F1071,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「ＴＹＫ」,3,,,
1179040F1080,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「アメル」,3,,,
1179040F1098,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「サワイ」,3,,,
1179040F1101,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「タイヨー」,3,,,
1179040F1110,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「トーワ」,3,,,
1179040F1128,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「日医工」,3,,,
1179040F1136,ミルナシプラン塩酸塩,トレドミン錠１５ｍｇ,2,,,
1179040F1144,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１５ｍｇ「マイラン」,3,,H31.3.31まで,
1179040F2035,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「ＡＦＰ」,3,,,
1179040F2043,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「ＪＧ」,3,,,
1179040F2051,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「ＮＰ」,3,,,
1179040F2078,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「ＴＹＫ」,3,,,
1179040F2086,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「アメル」,3,,,
1179040F2094,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「サワイ」,3,,,
1179040F2108,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「タイヨー」,3,,,
1179040F2116,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「トーワ」,3,,,
1179040F2124,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「日医工」,3,,,
1179040F2132,ミルナシプラン塩酸塩,トレドミン錠２５ｍｇ,2,,,
1179040F2140,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠２５ｍｇ「マイラン」,3,,H31.3.31まで,
1179040F3023,ミルナシプラン塩酸塩,トレドミン錠１２．５ｍｇ,2,,,
1179040F3031,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「アメル」,3,,,
1179040F3040,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「サワイ」,3,,,
1179040F3058,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「日医工」,3,,,
1179040F3066,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「ＡＦＰ」,3,,,
1179040F3074,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「ＪＧ」,3,,,
1179040F3082,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「ＴＹＫ」,3,,,
1179040F3090,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「マイラン」,3,,H31.3.31まで,
1179040F3104,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「ＮＰ」,3,,,
1179040F3112,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「タイヨー」,3,,,
1179040F3120,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠１２．５ｍｇ「トーワ」,3,,,
1179040F4020,ミルナシプラン塩酸塩,トレドミン錠５０ｍｇ,2,,,
1179040F4038,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「サワイ」,3,,,
1179040F4046,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「ＡＦＰ」,3,,,
1179040F4054,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「ＴＹＫ」,3,,,
1179040F4062,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「アメル」,3,,,
1179040F4070,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「日医工」,3,,,
1179040F4089,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「ＪＧ」,3,,,
1179040F4097,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「ＮＰ」,3,,,
1179040F4100,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「タイヨー」,3,,,
1179040F4119,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「トーワ」,3,,,
1179040F4127,ミルナシプラン塩酸塩,ミルナシプラン塩酸塩錠５０ｍｇ「マイラン」,3,,H31.3.31まで,
1179041F1017,パロキセチン塩酸塩水和物,パロキセチン塩酸塩１０ｍｇ錠,3,,,
1179041F1025,パロキセチン塩酸塩水和物,パキシル錠１０ｍｇ,2,,,
1179041F1033,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＡＡ」,3,,,
1179041F1041,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＤＫ」,3,,,
1179041F1050,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＤＳＥＰ」,3,,,
1179041F1068,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＥＥ」,3,,,
1179041F1076,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「Ｆ」,3,,,
1179041F1084,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＦＦＰ」,3,,,
1179041F1122,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＫＯＧ」,3,,,
1179041F1130,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＮＰ」,3,,,
1179041F1149,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＴＣＫ」,3,,,
1179041F1165,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ＹＤ」,3,,,
1179041F1173,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「アメル」,3,,,
1179041F1181,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「オーハラ」,3,,,
1179041F1190,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「科研」,3,,,
1179041F1203,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ケミファ」,3,,,
1179041F1211,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「サワイ」,3,,,
1179041F1220,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「サンド」,3,,,
1179041F1238,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「タカタ」,3,,,
1179041F1246,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「タナベ」,3,,,
1179041F1254,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「トーワ」,3,,,
1179041F1262,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「日医工」,3,,,
1179041F1270,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「日新」,3,,,
1179041F1289,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「ファイザー」,3,,,
1179041F1300,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「明治」,3,,,
1179041F1327,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「テバ」,3,,,
1179041F1335,パロキセチン塩酸塩水和物,パロキセチン錠１０ｍｇ「アスペン」,3,,,
1179041F2013,パロキセチン塩酸塩水和物,パロキセチン塩酸塩２０ｍｇ錠,3,,,
1179041F2021,パロキセチン塩酸塩水和物,パキシル錠２０ｍｇ,2,,,
1179041F2030,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＡＡ」,3,,,
1179041F2048,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＤＫ」,3,,,
1179041F2056,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＤＳＥＰ」,3,,,
1179041F2064,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＥＥ」,3,,,
1179041F2072,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「Ｆ」,3,,,
1179041F2080,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＦＦＰ」,3,,,
1179041F2099,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＪＧ」,3,,,
1179041F2145,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＴＣＫ」,3,,,
1179041F2161,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ＹＤ」,3,,,
1179041F2170,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「アメル」,3,,,
1179041F2188,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「オーハラ」,3,,,
1179041F2196,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「科研」,3,,,
1179041F2200,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ケミファ」,3,,,
1179041F2218,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「サワイ」,3,,,
1179041F2226,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「サンド」,3,,,
1179041F2234,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「タカタ」,3,,,
1179041F2242,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「タナベ」,3,,,
1179041F2250,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「トーワ」,3,,,
1179041F2269,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「日医工」,3,,,
1179041F2277,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「日新」,3,,,
1179041F2285,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「ファイザー」,3,,,
1179041F2307,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「明治」,3,,,
1179041F2323,パロキセチン塩酸塩水和物,パロキセチン錠２０ｍｇ「テバ」,3,,,
1179041F3010,パロキセチン塩酸塩水和物,パロキセチン塩酸塩５ｍｇ錠,3,,,
1179041F3028,パロキセチン塩酸塩水和物,パキシル錠５ｍｇ,2,,,
1179041F3036,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ＡＡ」,3,,,
1179041F3052,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ＤＳＥＰ」,3,,,
1179041F3060,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「Ｆ」,3,,,
1179041F3079,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ＦＦＰ」,3,,,
1179041F3095,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ＮＰ」,3,,,
1179041F3109,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ＴＣＫ」,3,,,
1179041F3125,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ＹＤ」,3,,,
1179041F3133,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「アメル」,3,,,
1179041F3141,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「ケミファ」,3,,,
1179041F3150,パロキセチン塩酸塩水和物,パロキセチン錠５ｍｇ「サワイ」,3,,,
