基準番号（ＨＯＴ番号）,処方用番号（ＨＯＴ７）,会社識別用番号,調剤用番号,物流用番号,ＪＡＮコード,薬価基準収載医薬品コード,個別医薬品コード,レセプト電算処理システムコード（１）,レセプト電算処理システムコード（２）,告示名称,販売名,レセプト電算処理システム医薬品名,規格単位,包装形態,包装単位数,包装単位単位,包装総量数,包装総量単位,区分,製造会社,販売会社,更新区分,更新年月日
103312001,1033120,01,,,,2171403A3024,2171403A3024,642170015,,ミリスロール注,,ミリスロール注　２５ｍｇ５０ｍＬ,２５ｍｇ５０ｍＬ１瓶,,,,,,注,,日本化薬,1,20011214
103313701,1033137,01,,,,2171403A4020,2171403A4020,642170016,,ミリスロール注,,ミリスロール注　５０ｍｇ１００ｍＬ,５０ｍｇ１００ｍＬ１瓶,,,,,,注,,日本化薬,1,20011214
103314401,1033144,01,,,,2171403A4039,2171403A4039,640406137,,バソレーター注５０ｍｇ,,バソレーター注　５０ｍｇ１００ｍＬ,５０ｍｇ１００ｍＬ１瓶,,,,,,注,,三和化学,1,20011214
103315102,1033151,02,,,,2171403A5027,2171403A5027,642170017,,ニトログリセリン注－ＡＣＣ,,ニトログリセリン注ーＡＣＣ　５０ｍｇ１０ｍＬ,５０ｍｇ１０ｍＬ１管,,,,,,注,,三菱ウェルファーマ,1,20011214
103316801,1033168,01,,,,2171404A1026,2171404A1026,642170014,,ニトロール注５ｍｇ,,ニトロール注５ｍｇ（０．０５％１０ｍＬ）,０．０５％１０ｍＬ１管,,,,,,注,,エーザイ,1,20011214
103317501,1033175,01,,,,2171404A1034,2171404A1034,640406080,,サークレス注０．０５％,,サークレス注　０．０５％１０ｍＬ,０．０５％１０ｍＬ１管,,,,,,注,,塩野義,1,20011214
103318201,1033182,01,,,,2171404A2022,2171404A2022,640406083,,サークレス注０．１％,,サークレス注　０．１％５ｍＬ,０．１％５ｍＬ１管,,,,,,注,,塩野義,1,20011214
103319901,1033199,01,,,,2171404A3029,2171404A3029,640406081,,サークレス注０．０５％,,サークレス注　０．０５％５０ｍＬ,０．０５％５０ｍＬ１瓶,,,,,,注,,塩野義,1,20011214
103320501,1033205,01,,,,2171404A4025,2171404A4025,640406082,,サークレス注０．０５％,,サークレス注　０．０５％１００ｍＬ,０．０５％１００ｍＬ１瓶,,,,,,注,,塩野義,1,20011214
103321201,1033212,01,,,,2171404A5021,2171404A5021,640406084,,サークレス注０．１％,,サークレス注　０．１％５０ｍＬ,０．１％５０ｍＬ１瓶,,,,,,注,,塩野義,1,20011214
103322901,1033229,01,,,,2171404A5030,2171404A5030,640406130,,ニトロール注５０ｍｇ,,ニトロール注５０ｍｇ　０．１％５０ｍＬ,０．１％５０ｍＬ１瓶,,,,,,注,,エーザイ,1,20011214
103323601,1033236,01,,,,2171404A5048,2171404A5048,640412050,,ニトソルビド注０．１％,,ニトソルビド注０．１％　５０ｍＬ,０．１％５０ｍＬ１瓶,,,,,,注,,富士製工,1,20011214
103324301,1033243,01,,,,2171404A6028,2171404A6028,640406085,,サークレス注０．１％,,サークレス注　０．１％１００ｍＬ,０．１％１００ｍＬ１瓶,,,,,,注,,塩野義,1,20011214
103325001,1033250,01,,,,2171404A6036,2171404A6036,640406131,,ニトロール注１００ｍｇ,,ニトロール注１００ｍｇ　０．１％１００ｍＬ,０．１％１００ｍＬ１瓶,,,,,,注,,エーザイ,1,20011214
103326701,1033267,01,,,,2171404A6044,2171404A6044,640412051,,ニトソルビド注０．１％,,ニトソルビド注０．１％　１００ｍＬ,０．１％１００ｍＬ１瓶,,,,,,注,,富士製工,1,20011214
103327401,1033274,01,,,,2171404A7024,2171404A7024,640412049,,ニトソルビド注０．０５％,,ニトソルビド注０．０５％　１０ｍＬ,０．０５％１０ｍＬ１瓶,,,,,,注,,富士製工,1,20011214
103328101,1033281,01,,,,2171405D1027,2171405D1027,642170018,,ヘルベッサー注射用１０,,ヘルベッサー注射用　１０ｍｇ,１０ｍｇ１管,,,,,,注,,田辺製薬,1,20011214
103329801,1033298,01,,,,2171405D1035,2171405D1035,640412009,,塩酸ジルチアゼム注射用１０「イセイ」,,塩酸ジルチアゼム注射用１０「イセイ」　１０ｍｇ,１０ｍｇ１管,,,,,,注,,イセイ,1,20011214
103329802,1033298,02,,,,2171405D1035,2171405D1035,640412009,,塩酸ジルチアゼム注射用１０「イセイ」,,塩酸ジルチアゼム注射用１０「イセイ」　１０ｍｇ,１０ｍｇ１管,,,,,,注,,日医工,1,20011214
103330401,1033304,01,,,,2171405D2023,2171405D2023,642170019,,ヘルベッサー注射用５０,,ヘルベッサー注射用　５０ｍｇ,５０ｍｇ１管,,,,,,注,,田辺製薬,1,20011214
103331101,1033311,01,,,,2171405D2031,2171405D2031,640412010,,塩酸ジルチアゼム注射用５０「イセイ」,,塩酸ジルチアゼム注射用５０「イセイ」　５０ｍｇ,５０ｍｇ１管,,,,,,注,,イセイ,1,20011214
103331102,1033311,02,,,,2171405D2031,2171405D2031,640412010,,塩酸ジルチアゼム注射用５０「イセイ」,,塩酸ジルチアゼム注射用５０「イセイ」　５０ｍｇ,５０ｍｇ１管,,,,,,注,,日医工,1,20011214
103333501,1033335,01,,,,2171405D3020,2171405D3020,640407031,,ヘルベッサー注射用２５０,,ヘルベッサー注射用　２５０ｍｇ,２５０ｍｇ１瓶,,,,,,注,,田辺製薬,1,20011214
103334201,1033342,01,,,,2171405D3038,2171405D3038,640422031,,クラルート注２５０,,クラルート注　２５０ｍｇ,２５０ｍｇ１瓶,,,,,,注,,沢井製薬,1,20011214
103335901,1033359,01,,,,2171405D4026,2171405D4026,640422030,,クラルート注１０,,クラルート注　１０ｍｇ,１０ｍｇ１瓶,,,,,,注,,沢井製薬,1,20011214
103336601,1033366,01,,,,2171405D5022,2171405D5022,640422032,,クラルート注５０,,クラルート注　５０ｍｇ,５０ｍｇ１瓶,,,,,,注,,沢井製薬,1,20011214
103336602,1033366,02,,,,2171405D5022,2171405D5022,640422032,,クラルート注５０,,クラルート注　５０ｍｇ,５０ｍｇ１瓶,,,,,,注,,三菱ウェルファーマ,1,20011214
103337301,1033373,01,,,,2171406D1021,2171406D1021,642170020,,シグマート注２ｍｇ,,シグマート注２ｍｇ,２ｍｇ１瓶,,,,,,注,,中外製薬,1,20011214
103338001,1033380,01,,,,2171406D2028,2171406D2028,642170021,,シグマート注１２ｍｇ,,シグマート注１２ｍｇ,１２ｍｇ１瓶,,,,,,注,,中外製薬,1,20011214
103339701,1033397,01,,,,2171406D3024,2171406D3024,640411029,,シグマート注４８ｍｇ,,シグマート注４８ｍｇ,４８ｍｇ１瓶,,,,,,注,,中外製薬,1,20011214
103340301,1033403,01,,,,2171700R1026,2171700R1026,662170014,,ニトロールスプレー,,ニトロールスプレー　１６３．５ｍｇ１０ｇ,１６３．５ｍｇ１０ｇ１瓶,,,,,,外,,エーザイ,1,20011214
103341001,1033410,01,,,,2171700S1028,2171700S1028,662170009,,フランドルテープＳ,,フランドルテープＳ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,山之内,1,20011214
103342701,1033427,01,,,,2171700S1036,2171700S1036,662170016,,アパティアテープ,,アパティアテープ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,テイコクＭ,1,20011214
103344104,1033441,04,,,,2171700S1052,2171700S1052,662170018,,イソピット,,イソピット　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,東光薬工,1,20020320
103344105,1033441,05,,,,2171700S1052,2171700S1052,662170018,,イソピット,,イソピット　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,日本シェーリング,1,20011214
103345801,1033458,01,,,,2171700S1060,2171700S1060,662170020,,ニトラステープ,,ニトラステープ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,全星薬工,1,20011214
103345802,1033458,02,,,,2171700S1060,2171700S1060,662170020,,ニトラステープ,,ニトラステープ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,高田製薬,1,20011214
103346501,1033465,01,,,,2171700S1079,2171700S1079,660412024,,硝酸イソソルビドテープ「ＥＭＥＣ」,,硝酸イソソルビドテープ「ＥＭＥＣ」　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,エルメッドエーザイ,1,20011214
103347201,1033472,01,,,,2171700S1087,2171700S1087,660433004,,アンタップＲ,,アンタップＲ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,帝人,1,20011214
103348901,1033489,01,,,,2171700S2024,2171700S2024,662170019,,サワドールテープ,,サワドールテープ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,沢井製薬,1,20011214
103349601,1033496,01,,,,2171700S2032,2171700S2032,662170023,,ペネティＩＳＤＮテープ,,ペネティＩＳＤＮテープ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,アズウェル,1,20011214
103350202,1033502,02,,,,2171700S2040,2171700S2040,662170024,,リファタックテープ,,リファタックテープ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,持田製薬,1,20011214
103350202,1033502,02,,,,2171700S2075,2171700S2075,660453054,,リファタックテープＳ,,リファタックテープＳ　４０ｍｇ,４０ｍｇ１枚,,,,,,外,,持田製薬,1,20011214
103352601,1033526,01,,,,2171701M1031,2171701M1031,662170008,,バソレーター軟膏,,バソレーター軟膏　２％,２％１ｇ,,,,,,外,,三和化学,1,20011214
103353301,1033533,01,,,,2171701R4020,2171701R4020,660411010,,ミオコールスプレー,,ミオコールスプレー　０．６５％７．２ｇ,０．６５％７．２ｇ１缶,,,,,,外,,山之内,1,20011214
103356402,1033564,02,,,,2171701S2029,2171701S2029,662170011,,ニトロダームＴＴＳ,,ニトロダームＴＴＳ　（２５ｍｇ）１０ｃｍ２,（２５ｍｇ）１０ｃｍ（２）１枚,,,,,,外,,ノバルティスＰ,1,20011214
103357101,1033571,01,,,,2171701S3025,2171701S3025,662170025,,バソレーターテープ,,バソレーターテープ　（２７ｍｇ）２０ｃｍ２,（２７ｍｇ）２０ｃｍ（２）１枚,,,,,,外,,三和化学,1,20011214
103358801,1033588,01,,,,2171701S3033,2171701S3033,662170026,,ミニトロテープ,,ミニトロテープ　（２７ｍｇ）２０ｃｍ２,（２７ｍｇ）２０ｃｍ（２）１枚,,,,,,外,,杏林製薬,1,20011214
103358803,1033588,03,,,,2171701S3033,2171701S3033,662170026,,ミニトロテープ,,ミニトロテープ　（２７ｍｇ）２０ｃｍ２,（２７ｍｇ）２０ｃｍ（２）１枚,,,,,,外,,日清キョーリン,1,20011214
103359501,1033595,01,,,,2171701S3041,2171701S3041,660432008,,メディトランスニトロ,,メディトランスニトロ　（２７ｍｇ）２０ｃｍ２,（２７ｍｇ）２０ｃｍ（２）１枚,,,,,,外,,協和発酵,1,20011214
103359501,1033595,01,,,,2171701S7020,2171701S7020,660453050,,メディトランステープ,,メディトランステープ　（２７ｍｇ）１４ｃｍ２,（２７ｍｇ）１４ｃｍ（２）１枚,,,,,,外,,協和発酵,1,20020625
103360101,1033601,01,,,,2171701S4021,2171701S4021,660422065,,ヘルツァーＳ,,ヘルツァーＳ　（５ｍｇ）４．０５ｃｍ×４．５０ｃｍ,（５ｍｇ）４．０５ｃｍ×４．５０ｃｍ１枚,,,,,,外,,大鵬薬品,1,20011214
103361801,1033618,01,,,,2171701S4030,2171701S4030,660422070,,ミリステープ,,ミリステープ　（５ｍｇ）４．０５ｃｍ×４．５０ｃｍ,（５ｍｇ）４．０５ｃｍ×４．５０ｃｍ１枚,,,,,,外,,日本化薬,1,20011214
103363201,1033632,01,,,,2172001F1105,2172001F1105,612170246,,ニコキサチン錠,,ニコキサチン錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,扶桑薬品,1,20011214
103365601,1033656,01,,,,2172002F1037,2172002F1037,612170204,,ズファジラン錠,,ズファジラン錠　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,第一製薬,1,20011214
103368701,1033687,01,,,,2172006F1027,2172006F1027,612170383,,メグリン錠,,メグリン錠　１００ｍｇ,１００ｍｇ１錠,,,,,,内,,三菱ウェルファーマ,1,20011214
103368702,1033687,02,,,,2172006F1027,2172006F1027,612170383,,メグリン錠,,メグリン錠　１００ｍｇ,１００ｍｇ１錠,,,,,,内,,長生堂,1,20020530
103369401,1033694,01,,,,2172400A1025,2172400A1025,642170007,,ズファジラン注,,ズファジラン注　０．５％１ｍＬ,０．５％１ｍＬ１管,,,,,,注,,第一製薬,1,20011214
103371701,1033717,01,,,,2179400D1022,2179400D1022,640407007,,ハンプ注射用１０００,,ハンプ注射用　１０００μｇ,１０００μｇ１瓶,,,,,,注,,ゼリア新薬,1,20011214
103372401,1033724,01,,,,2179700X1015,2179700X1023,662170001,,亜硝酸アミル,,亜硝酸アミル　０．２５ｍＬ,０．２５ｍＬ１管,,,,,,外,,三共,1,20020320
103374801,1033748,01,,,,2183001C1021,2183001C1021,612180203,,リポクリン細粒,,リポクリン細粒　４０％,４０％１ｇ,,,,,,内,,住友製薬,1,20011214
103375501,1033755,01,,,,2183001F1028,2183001F1028,612180212,,デスリポーゼ錠,,デスリポーゼ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,シオノケミカル,1,20011214
103376201,1033762,01,,,,2183001F1036,2183001F1036,612180213,,プリンメート錠,,プリンメート錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,沢井製薬,1,20011214
103377901,1033779,01,,,,2183001F1044,2183001F1044,612180214,,リパデリン錠,,リパデリン錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,宇治製薬,1,20011214
103378601,1033786,01,,,,2183001F1052,2183001F1052,612180215,,リピラート錠,,リピラート錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,菱山製薬,1,20011214
103379301,1033793,01,,,,2183001F1060,2183001F1060,612180106,,リポクリン錠２００,,リポクリン錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,住友製薬,1,20011214
103380902,1033809,02,,,,2183001F1079,2183001F1079,612180216,,リポフィブラート錠,,リポフィブラート錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,大洋薬工（岐阜）,1,20011214
103382301,1033823,01,,,,2183001F1095,2183001F1095,610406108,,クリーンファイブ錠,,クリーンファイブ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
103383001,1033830,01,,,,2183002M1013,2183002M1137,612180233,,クロフィブラートカプセル,,クロフィブラートカプセル２５０「イセイ」　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,イセイ,1,20011214
103383005,1033830,05,,,,2183002M1013,2183002M1277,612180247,,クロフィブラートカプセル,,ビノグラック　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,寿,1,20011214
103383011,1033830,11,,,,2183002M1013,2183002M1129,612180232,,クロフィブラートカプセル,,クロフィブラートカプセル「トーワ」　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,東和薬品,1,20011214
103383012,1033830,12,,,,2183002M1013,2183002M1242,612180244,,クロフィブラートカプセル,,デリバ　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,日本化薬,1,20011214
103383013,1033830,13,,,,2183002M1013,2183002M1285,612180248,,クロフィブラートカプセル,,ヒポセロール　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,扶桑薬品,1,20011214
103383017,1033830,17,,,,2183002M1013,2183002M1110,612180231,,クロフィブラートカプセル,,クロフィブラートカプセル（ツルハラ）　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,鶴原製薬,1,20011214
103383027,1033830,27,,,,2183002M1013,2183002M1188,612180238,,クロフィブラートカプセル,,クローリホーム　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,東洋カプセル,1,20011214
103384702,1033847,02,,,,2183002M2010,2183002M2052,612180259,,クロフィブラートカプセル,,ビノグラック　５００ｍｇ,５００ｍｇ１カプセル,,,,,,内,,寿,1,20011214
103384704,1033847,04,,,,2183002M2010,2183002M2060,612180260,,クロフィブラートカプセル,,ヒポセロール　５００ｍｇ,５００ｍｇ１カプセル,,,,,,内,,扶桑薬品,1,20011214
103384707,1033847,07,,,,2183002M2010,2183002M2044,612180258,,クロフィブラートカプセル,,クローリホーム　５００ｍｇ,５００ｍｇ１カプセル,,,,,,内,,東洋カプセル,1,20011214
103385401,1033854,01,,,,2183003C1020,2183003C1020,612180015,,アルフィブレート細粒,,アルフィブレート細粒　５０％,５０％１ｇ,,,,,,内,,日研化学,1,20011214
103386101,1033861,01,,,,2183003M1026,2183003M1026,612180014,,アルフィブレートカプセル,,アルフィブレートカプセル　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,日研化学,1,20011214
103389201,1033892,01,,,,2183004M1047,2183004M1047,612180038,,コレソルビンカプセル,,コレソルビンカプセル　２５０ｍｇ,２５０ｍｇ１カプセル,,,,,,内,,三菱ウェルファーマ,1,20011214
103390801,1033908,01,,,,2183005G1021,2183005G1021,612180262,,ベザトールＳＲ錠,,ベザトールＳＲ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,キッセイ,1,20011214
103391501,1033915,01,,,,2183005G1030,2183005G1030,610406405,,ベザリップ錠,,ベザリップ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,日本ロシュ,1,20011214
103392201,1033922,01,,,,2183005G1048,2183005G1048,610422259,,ベザテートＳＲ錠２００,,ベザテートＳＲ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,沢井製薬,1,20011214
103392202,1033922,02,,,,2183005G1048,2183005G1048,610422259,,ベザテートＳＲ錠２００,,ベザテートＳＲ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,扶桑薬品,1,20011214
103394601,1033946,01,,,,2183005G1064,2183005G1064,610422261,,ベザフィブレートＳＲ錠２００ｍｇ,,ベザフィブレートＳＲ錠２００ｍｇ,２００ｍｇ１錠,,,,,,内,,マルコ,1,20011214
103394602,1033946,02,,,,2183005G1064,2183005G1064,610422261,,ベザフィブレートＳＲ錠２００ｍｇ,,ベザフィブレートＳＲ錠２００ｍｇ,２００ｍｇ１錠,,,,,,内,,日医工,1,20011214
103394603,1033946,03,,,,2183005G1064,2183005G1064,610422261,,ベザフィブレートＳＲ錠２００ｍｇ,,ベザフィブレートＳＲ錠２００ｍｇ,２００ｍｇ１錠,,,,,,内,,三菱ウェルファーマ,1,20011214
103395301,1033953,01,,,,2183005G1072,2183005G1072,610422263,,ベザレックスＳＲ錠２００,,ベザレックスＳＲ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,アズウェル,1,20011214
103396001,1033960,01,,,,2183005G1080,2183005G1080,610422265,,ベスタリットＬ錠２００,,ベスタリットＬ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,大洋薬工（岐阜）,1,20011214
103397701,1033977,01,,,,2183005G1099,2183005G1099,610422276,,ミデナールＬ錠２００,,ミデナールＬ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,メルクホエイ,1,20011214
103397702,1033977,02,,,,2183005G1099,2183005G1099,610422276,,ミデナールＬ錠２００,,ミデナールＬ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,ナガセ,1,20011214
103397704,1033977,04,,,,2183005G1099,2183005G1099,610422276,,ミデナールＬ錠２００,,ミデナールＬ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,帝三製薬,1,20011214
103397705,1033977,05,,,,2183005G1099,2183005G1099,610422276,,ミデナールＬ錠２００,,ミデナールＬ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,シオノケミカル,1,20011214
103398401,1033984,01,,,,2183005G1110,2183005G1110,610433045,,ケンペラートＳＲ錠,,ケンペラートＳＲ錠　２００ｍｇ,２００ｍｇ１錠,,,,,,内,,菱山製薬,1,20011214
